Ausgabe;Kreis;Kreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;erf. Wahlbezirke;Wahlberechtigte;Waehler;Wahlbeteiligung;ungueltige Stimmen;gueltige Stimmen;CDU;SPD;PDS;FDP;GRÜNE;NPD;PBC;Agrarb�ndnis;AfR;AMB;AU;AJL;Bv-L�ndlicher Raum;Bv;B�ndnis 90;BBLR;BFR;BfB;BfS;BB UER;BG;BMV;BUMV;GRAUE;Die Sozialen;ok;FORUM;Freie W�hlergemeinschaft;F-UER;HGR;MUG;RB;SAV;UWG Bansin;UWG Tramm;WG Bauernverband;Bauern;WGGM;WGK;WGLR;WG Prohn;"WG ""Rettet Prerow""";UR;WG Wittenhagen;Einzelbewerber
P;58;Nordwestmecklenburg;5816;Kl�tzer Winkel;13058113;Kalkhorst;2;2;1589;609;38,3;4,8;95,2;31,8;35,3;15,4;4,1;3,7;x;x;x;x;x;x;x;x;8,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,9
A;58;Nordwestmecklenburg;5817;L�bstorf/Alt Meteln;13058001;Alt Meteln;2;2;1128;745;66;111;1999;410;231;284;236;77;x;x;x;x;x;x;x;x;515;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;246
P;58;Nordwestmecklenburg;5817;L�bstorf/Alt Meteln;13058001;Alt Meteln;2;2;1128;745;66;5,3;94,7;20,5;11,6;14,2;11,8;3,9;x;x;x;x;x;x;x;x;25,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;12,3
A;58;Nordwestmecklenburg;5817;L�bstorf/Alt Meteln;13058053;Klein Trebbow;1;1;628;376;59,9;45;1079;383;157;189;60;49;x;x;x;x;x;x;x;x;107;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;134
P;58;Nordwestmecklenburg;5817;L�bstorf/Alt Meteln;13058053;Klein Trebbow;1;1;628;376;59,9;4;96;35,5;14,6;17,5;5,6;4,5;x;x;x;x;x;x;x;x;9,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;12,4
A;58;Nordwestmecklenburg;5817;L�bstorf/Alt Meteln;13058064;L�bstorf;1;1;1353;700;51,7;162;1905;620;363;226;173;75;x;x;x;x;x;x;x;x;159;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;289
P;58;Nordwestmecklenburg;5817;L�bstorf/Alt Meteln;13058064;L�bstorf;1;1;1353;700;51,7;7,8;92,2;32,5;19,1;11,9;9,1;3,9;x;x;x;x;x;x;x;x;8,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;15,2
A;58;Nordwestmecklenburg;5817;L�bstorf/Alt Meteln;13058080;Pingelshagen;1;1;552;394;71,4;54;1118;569;155;230;22;56;x;x;x;x;x;x;x;x;53;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;33
P;58;Nordwestmecklenburg;5817;L�bstorf/Alt Meteln;13058080;Pingelshagen;1;1;552;394;71,4;4,6;95,4;50,9;13,9;20,6;2;5;x;x;x;x;x;x;x;x;4,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3
A;58;Nordwestmecklenburg;5817;L�bstorf/Alt Meteln;13058095;Seehof;1;1;931;621;66,7;108;1730;742;290;219;114;81;x;x;x;x;x;x;x;x;100;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;184
P;58;Nordwestmecklenburg;5817;L�bstorf/Alt Meteln;13058095;Seehof;1;1;931;621;66,7;5,9;94,1;42,9;16,8;12,7;6,6;4,7;x;x;x;x;x;x;x;x;5,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;10,6
A;58;Nordwestmecklenburg;5817;L�bstorf/Alt Meteln;13058108;Zickhusen;1;1;468;299;63,9;45;843;195;90;101;51;52;x;x;x;x;x;x;x;x;209;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;145
P;58;Nordwestmecklenburg;5817;L�bstorf/Alt Meteln;13058108;Zickhusen;1;1;468;299;63,9;5,1;94,9;23,1;10,7;12;6;6,2;x;x;x;x;x;x;x;x;24,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;17,2
A;58;Nordwestmecklenburg;5818;L�tzow;13058004;Badow;1;1;316;193;61,1;12;514;163;84;94;18;16;x;x;x;x;x;x;x;x;115;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;24
P;58;Nordwestmecklenburg;5818;L�tzow;13058004;Badow;1;1;316;193;61,1;2,3;97,7;31,7;16,3;18,3;3,5;3,1;x;x;x;x;x;x;x;x;22,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4,7
A;58;Nordwestmecklenburg;5818;L�tzow;13058016;Br�sewitz;2;2;1976;877;44,4;57;2554;906;486;487;460;74;x;x;x;x;x;x;x;x;92;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;49
P;58;Nordwestmecklenburg;5818;L�tzow;13058016;Br�sewitz;2;2;1976;877;44,4;2,2;97,8;35,5;19;19,1;18;2,9;x;x;x;x;x;x;x;x;3,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,9
A;58;Nordwestmecklenburg;5818;L�tzow;13058019;Cramonshagen;1;1;486;270;55,6;33;767;316;105;115;43;28;x;x;x;x;x;x;x;x;129;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;31
P;58;Nordwestmecklenburg;5818;L�tzow;13058019;Cramonshagen;1;1;486;270;55,6;4,1;95,9;41,2;13,7;15;5,6;3,7;x;x;x;x;x;x;x;x;16,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4
A;58;Nordwestmecklenburg;5818;L�tzow;13058020;Dalberg-Wendelstorf;2;2;494;429;86,8;42;827;427;111;108;46;31;x;x;x;x;x;x;x;x;62;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;42
P;58;Nordwestmecklenburg;5818;L�tzow;13058020;Dalberg-Wendelstorf;2;2;494;429;86,8;4,8;95,2;51,6;13,4;13,1;5,6;3,7;x;x;x;x;x;x;x;x;7,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;5,1
A;58;Nordwestmecklenburg;5818;L�tzow;13058031;Gottesgabe;1;1;700;410;58,6;30;1109;499;118;177;45;58;x;x;x;x;x;x;x;x;176;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;36
P;58;Nordwestmecklenburg;5818;L�tzow;13058031;Gottesgabe;1;1;700;410;58,6;2,6;97,4;45;10,6;16;4,1;5,2;x;x;x;x;x;x;x;x;15,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3,2
A;58;Nordwestmecklenburg;5818;L�tzow;13058032;Grambow;1;1;599;286;47,7;66;779;281;236;160;35;11;x;x;x;x;x;x;x;x;17;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;39
P;58;Nordwestmecklenburg;5818;L�tzow;13058032;Grambow;1;1;599;286;47,7;7,8;92,2;36,1;30,3;20,5;4,5;1,4;x;x;x;x;x;x;x;x;2,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;5
A;58;Nordwestmecklenburg;5818;L�tzow;13058066;L�tzow;2;2;1408;651;46,2;123;1800;694;197;290;61;33;x;x;x;x;x;x;x;x;426;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;99
P;58;Nordwestmecklenburg;5818;L�tzow;13058066;L�tzow;2;2;1408;651;46,2;6,4;93,6;38,6;10,9;16,1;3,4;1,8;x;x;x;x;x;x;x;x;23,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;5,5
A;58;Nordwestmecklenburg;5818;L�tzow;13058079;Perlin;1;1;357;154;43,1;18;413;184;57;71;15;11;x;x;x;x;x;x;x;x;60;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;15
P;58;Nordwestmecklenburg;5818;L�tzow;13058079;Perlin;1;1;357;154;43,1;4,2;95,8;44,6;13,8;17,2;3,6;2,7;x;x;x;x;x;x;x;x;14,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3,6
A;58;Nordwestmecklenburg;5818;L�tzow;13058082;Pokrent;1;1;626;331;52,9;99;877;358;153;147;32;32;x;x;x;x;x;x;x;x;90;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;65
P;58;Nordwestmecklenburg;5818;L�tzow;13058082;Pokrent;1;1;626;331;52,9;10,1;89,9;40,8;17,4;16,8;3,6;3,6;x;x;x;x;x;x;x;x;10,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;7,4
A;58;Nordwestmecklenburg;5818;L�tzow;13058085;Renzow;1;1;377;230;61;39;640;244;62;121;44;31;x;x;x;x;x;x;x;x;105;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;33
P;58;Nordwestmecklenburg;5818;L�tzow;13058085;Renzow;1;1;377;230;61;5,7;94,3;38,1;9,7;18,9;6,9;4,8;x;x;x;x;x;x;x;x;16,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;5,2
A;58;Nordwestmecklenburg;5819;Neuburg;13058007;Benz;1;1;554;297;53,6;78;813;298;146;102;38;35;x;x;x;x;x;x;x;x;122;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;72
P;58;Nordwestmecklenburg;5819;Neuburg;13058007;Benz;1;1;554;297;53,6;8,8;91,2;36,7;18;12,5;4,7;4,3;x;x;x;x;x;x;x;x;15;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;8,9
A;58;Nordwestmecklenburg;5819;Neuburg;13058010;Blowatz;1;1;1009;414;41;66;1164;415;260;199;30;62;x;x;x;x;x;x;x;x;140;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;58
P;58;Nordwestmecklenburg;5819;Neuburg;13058010;Blowatz;1;1;1009;414;41;5,4;94,6;35,7;22,3;17,1;2,6;5,3;x;x;x;x;x;x;x;x;12;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;5
A;58;Nordwestmecklenburg;5819;Neuburg;13058012;Boiensdorf;1;1;451;258;57,2;36;731;364;130;116;27;16;x;x;x;x;x;x;x;x;48;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;30
P;58;Nordwestmecklenburg;5819;Neuburg;13058012;Boiensdorf;1;1;451;258;57,2;4,7;95,3;49,8;17,8;15,9;3,7;2,2;x;x;x;x;x;x;x;x;6,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4,1
A;58;Nordwestmecklenburg;5819;Neuburg;13058049;Hornstorf;1;1;867;380;43,8;66;1058;417;143;213;133;41;x;x;x;x;x;x;x;x;75;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;36
P;58;Nordwestmecklenburg;5819;Neuburg;13058049;Hornstorf;1;1;867;380;43,8;5,9;94,1;39,4;13,5;20,1;12,6;3,9;x;x;x;x;x;x;x;x;7,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3,4
A;58;Nordwestmecklenburg;5819;Neuburg;13058059;Krusenhagen;1;1;430;261;60,7;26;757;278;101;240;30;20;x;x;x;x;x;x;x;x;48;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;40
P;58;Nordwestmecklenburg;5819;Neuburg;13058059;Krusenhagen;1;1;430;261;60,7;3,3;96,7;36,7;13,3;31,7;4;2,6;x;x;x;x;x;x;x;x;6,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;5,3
A;58;Nordwestmecklenburg;5819;Neuburg;13058073;Neuburg;2;2;1844;728;39,5;93;2062;470;361;339;131;59;x;x;x;x;x;x;x;x;356;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;346
P;58;Nordwestmecklenburg;5819;Neuburg;13058073;Neuburg;2;2;1844;728;39,5;4,3;95,7;22,8;17,5;16,4;6,4;2,9;x;x;x;x;x;x;x;x;17,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;16,8
A;58;Nordwestmecklenburg;5820;Neukloster;13058030;Glasin;1;1;747;482;64,5;81;1336;640;312;136;36;26;x;x;x;x;x;x;x;x;166;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;20
P;58;Nordwestmecklenburg;5820;Neukloster;13058030;Glasin;1;1;747;482;64,5;5,7;94,3;47,9;23,4;10,2;2,7;1,9;x;x;x;x;x;x;x;x;12,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,5
A;58;Nordwestmecklenburg;5820;Neukloster;13058062;L�bberstorf;1;1;231;139;60,2;18;392;184;51;31;17;36;x;x;x;x;x;x;x;x;61;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;12
P;58;Nordwestmecklenburg;5820;Neukloster;13058062;L�bberstorf;1;1;231;139;60,2;4,4;95,6;46,9;13;7,9;4,3;9,2;x;x;x;x;x;x;x;x;15,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3,1
A;58;Nordwestmecklenburg;5820;Neukloster;13058074;Neukloster, Stadt;3;3;3608;1486;41,2;147;4264;2728;703;508;71;72;x;x;x;x;x;x;x;x;95;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;87
P;58;Nordwestmecklenburg;5820;Neukloster;13058074;Neukloster, Stadt;3;3;3608;1486;41,2;3,3;96,7;64;16,5;11,9;1,7;1,7;x;x;x;x;x;x;x;x;2,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2
A;58;Nordwestmecklenburg;5820;Neukloster;13058078;Passee;1;1;172;127;73,8;24;336;85;141;82;3;7;x;x;x;x;x;x;x;x;14;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4
P;58;Nordwestmecklenburg;5820;Neukloster;13058078;Passee;1;1;172;127;73,8;6,7;93,3;25,3;42;24,4;0,9;2,1;x;x;x;x;x;x;x;x;4,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,2
A;58;Nordwestmecklenburg;5820;Neukloster;13058110;Zurow;1;1;1133;488;43,1;15;1395;705;299;230;35;53;x;x;x;x;x;x;x;x;44;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;29
P;58;Nordwestmecklenburg;5820;Neukloster;13058110;Zurow;1;1;1133;488;43,1;1,1;98,9;50,5;21,4;16,5;2,5;3,8;x;x;x;x;x;x;x;x;3,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,1
A;58;Nordwestmecklenburg;5820;Neukloster;13058111;Z�sow;1;1;302;186;61,6;6;532;257;66;105;7;14;x;x;x;x;x;x;x;x;55;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;28
P;58;Nordwestmecklenburg;5820;Neukloster;13058111;Z�sow;1;1;302;186;61,6;1,1;98,9;48,3;12,4;19,7;1,3;2,6;x;x;x;x;x;x;x;x;10,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;5,3
A;58;Nordwestmecklenburg;5821;Ostseestrand;13058022;Dassow, Stadt;5;5;3401;1429;42;201;4000;1249;1248;684;342;71;x;x;x;x;x;x;x;x;366;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;40
P;58;Nordwestmecklenburg;5821;Ostseestrand;13058022;Dassow, Stadt;5;5;3401;1429;42;4,8;95,2;31,2;31,2;17,1;8,6;1,8;x;x;x;x;x;x;x;x;9,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1
A;58;Nordwestmecklenburg;5821;Ostseestrand;13058096;Selmsdorf;2;2;1735;1025;59,1;174;2748;928;799;567;111;79;x;x;x;x;x;x;x;x;245;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;19
P;58;Nordwestmecklenburg;5821;Ostseestrand;13058096;Selmsdorf;2;2;1735;1025;59,1;6;94;33,8;29,1;20,6;4;2,9;x;x;x;x;x;x;x;x;8,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,7
A;58;Nordwestmecklenburg;5822;Rehna;13058018;Carlow;1;1;1019;427;41,9;60;1221;422;218;137;79;75;x;x;x;x;x;x;x;x;261;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;29
P;58;Nordwestmecklenburg;5822;Rehna;13058018;Carlow;1;1;1019;427;41,9;4,7;95,3;34,6;17,9;11,2;6,5;6,1;x;x;x;x;x;x;x;x;21,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,4
A;58;Nordwestmecklenburg;5822;Rehna;13058023;Dechow;1;1;165;128;77,6;3;377;84;82;102;10;30;x;x;x;x;x;x;x;x;65;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4
P;58;Nordwestmecklenburg;5822;Rehna;13058023;Dechow;1;1;165;128;77,6;0,8;99,2;22,3;21,8;27,1;2,7;8;x;x;x;x;x;x;x;x;17,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,1
A;58;Nordwestmecklenburg;5822;Rehna;13058038;Gro� Molzahn;1;1;287;204;71,1;45;563;299;73;97;43;11;x;x;x;x;x;x;x;x;40;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0
P;58;Nordwestmecklenburg;5822;Rehna;13058038;Gro� Molzahn;1;1;287;204;71,1;7,4;92,6;53,1;13;17,2;7,6;2;x;x;x;x;x;x;x;x;7,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0
A;58;Nordwestmecklenburg;5822;Rehna;13058048;Holdorf;1;1;348;177;50,9;12;494;179;138;94;11;18;x;x;x;x;x;x;x;x;31;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;23
P;58;Nordwestmecklenburg;5822;Rehna;13058048;Holdorf;1;1;348;177;50,9;2,4;97,6;36,2;27,9;19;2,2;3,6;x;x;x;x;x;x;x;x;6,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4,7
A;58;Nordwestmecklenburg;5822;Rehna;13058056;K�chelstorf ;1;1;342;175;51,2;67;458;205;71;68;20;12;x;x;x;x;x;x;x;x;61;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;21
P;58;Nordwestmecklenburg;5822;Rehna;13058056;K�chelstorf ;1;1;342;175;51,2;12,8;87,2;44,8;15,5;14,8;4,4;2,6;x;x;x;x;x;x;x;x;13,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4,6
A;58;Nordwestmecklenburg;5822;Rehna;13058072;Nesow;1;1;214;116;54,2;30;315;170;37;56;3;16;x;x;x;x;x;x;x;x;7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;26
P;58;Nordwestmecklenburg;5822;Rehna;13058072;Nesow;1;1;214;116;54,2;8,7;91,3;54;11,7;17,8;1;5,1;x;x;x;x;x;x;x;x;2,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;8,3
A;58;Nordwestmecklenburg;5822;Rehna;13058084;Rehna, Stadt;3;3;2540;1119;44,1;124;3146;1279;763;510;94;89;x;x;x;x;x;x;x;x;269;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;142
P;58;Nordwestmecklenburg;5822;Rehna;13058084;Rehna, Stadt;3;3;2540;1119;44,1;3,8;96,2;40,7;24,3;16,2;3;2,8;x;x;x;x;x;x;x;x;8,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4,5
A;58;Nordwestmecklenburg;5822;Rehna;13058086;Rieps;1;1;290;199;68,6;39;550;280;60;81;22;8;x;x;x;x;x;x;x;x;82;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;17
P;58;Nordwestmecklenburg;5822;Rehna;13058086;Rieps;1;1;290;199;68,6;6,6;93,4;50,9;10,9;14,7;4;1,5;x;x;x;x;x;x;x;x;14,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3,1
A;58;Nordwestmecklenburg;5822;Rehna;13058093;Schlagsdorf;1;1;925;444;48;57;1233;657;113;208;34;43;x;x;x;x;x;x;x;x;138;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;40
P;58;Nordwestmecklenburg;5822;Rehna;13058093;Schlagsdorf;1;1;925;444;48;4,4;95,6;53,3;9,2;16,9;2,8;3,5;x;x;x;x;x;x;x;x;11,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3,2
A;58;Nordwestmecklenburg;5822;Rehna;13058099;Thandorf;1;1;149;120;80,5;6;352;137;56;43;10;25;x;x;x;x;x;x;x;x;76;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;5
P;58;Nordwestmecklenburg;5822;Rehna;13058099;Thandorf;1;1;149;120;80,5;1,7;98,3;38,9;15,9;12,2;2,8;7,1;x;x;x;x;x;x;x;x;21,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,4
A;58;Nordwestmecklenburg;5822;Rehna;13058101;Utecht;1;1;203;171;84,2;27;476;170;48;133;7;54;x;x;x;x;x;x;x;x;63;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1
P;58;Nordwestmecklenburg;5822;Rehna;13058101;Utecht;1;1;203;171;84,2;5,4;94,6;35,7;10,1;27,9;1,5;11,3;x;x;x;x;x;x;x;x;13,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,2
A;58;Nordwestmecklenburg;5822;Rehna;13058104;Vitense;1;1;273;173;63,4;39;473;251;99;43;14;5;x;x;x;x;x;x;x;x;59;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2
P;58;Nordwestmecklenburg;5822;Rehna;13058104;Vitense;1;1;273;173;63,4;7,6;92,4;53,1;20,9;9,1;3;1,1;x;x;x;x;x;x;x;x;12,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,4
A;58;Nordwestmecklenburg;5822;Rehna;13058107;Wedendorf;1;1;240;159;66,3;33;435;162;59;115;27;15;x;x;x;x;x;x;x;x;34;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;23
P;58;Nordwestmecklenburg;5822;Rehna;13058107;Wedendorf;1;1;240;159;66,3;7,1;92,9;37,2;13,6;26,4;6,2;3,4;x;x;x;x;x;x;x;x;7,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;5,3
A;58;Nordwestmecklenburg;5822;Rehna;13058115;K�nigsfeld;3;3;832;508;61,1;120;1389;511;324;191;44;46;x;x;x;x;x;x;x;x;224;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;49
P;58;Nordwestmecklenburg;5822;Rehna;13058115;K�nigsfeld;3;3;832;508;61,1;8;92;36,8;23,3;13,8;3,2;3,3;x;x;x;x;x;x;x;x;16,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3,5
