Ausgabe;Kreis;Kreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;erf. Wahlbezirke;Wahlberechtigte;Waehler;Wahlbeteiligung;ungueltige Stimmen;gueltige Stimmen;CDU;DIE LINKE;SPD;FDP;GRÜNE;NPD;ABLR;APD;AUF;Bauernverband;B�NDNIS F�R R�GEN;BfL;BfS;BG;Freie  W�hler;Freie W�hler;Freie W�hler MSP;Freie W�hler NWM;Freie W�hler SWM;FWG Jarmen;KfV;LUL;Die PARTEI;PIRATEN;RENTNER;UWG;WG BV-LR;WGLR;Adomeit;Einzelbewerber;
P;71;Mecklenburgische Seenplatte;5155;Mecklenburgische Kleinseenplatte;13071099;Mirow, Stadt;3;3;3193;1228;38,5;3,8;96,2;20,9;14,7;31,3;21,9;5,4;3,8;x;x;x;x;x;x;x;x;x;x;1,8;x;x;x;x;x;x;x;x;x;x;0,2;x;x;
A;71;Mecklenburgische Seenplatte;5155;Mecklenburgische Kleinseenplatte;13071119;Priepert;1;1;289;195;67,5;23;538;110;103;118;65;74;48;x;x;x;x;x;x;x;x;x;x;18;x;x;x;x;x;x;x;x;x;x;2;x;x;
P;71;Mecklenburgische Seenplatte;5155;Mecklenburgische Kleinseenplatte;13071119;Priepert;1;1;289;195;67,5;4,1;95,9;20,4;19,1;21,9;12,1;13,8;8,9;x;x;x;x;x;x;x;x;x;x;3,3;x;x;x;x;x;x;x;x;x;x;0,4;x;x;
A;71;Mecklenburgische Seenplatte;5155;Mecklenburgische Kleinseenplatte;13071126;Roggentin;1;1;584;281;48,1;42;763;260;114;192;82;39;52;x;x;x;x;x;x;x;x;x;x;19;x;x;x;x;x;x;x;x;x;x;5;x;x;
P;71;Mecklenburgische Seenplatte;5155;Mecklenburgische Kleinseenplatte;13071126;Roggentin;1;1;584;281;48,1;5,2;94,8;34,1;14,9;25,2;10,7;5,1;6,8;x;x;x;x;x;x;x;x;x;x;2,5;x;x;x;x;x;x;x;x;x;x;0,7;x;x;
A;71;Mecklenburgische Seenplatte;5155;Mecklenburgische Kleinseenplatte;13071159;Wesenberg, Stadt;4;4;2721;1081;39,7;144;3068;977;608;851;211;222;124;x;x;x;x;x;x;x;x;x;x;64;x;x;x;x;x;x;x;x;x;x;11;x;x;
P;71;Mecklenburgische Seenplatte;5155;Mecklenburgische Kleinseenplatte;13071159;Wesenberg, Stadt;4;4;2721;1081;39,7;4,5;95,5;31,8;19,8;27,7;6,9;7,2;4,0;x;x;x;x;x;x;x;x;x;x;2,1;x;x;x;x;x;x;x;x;x;x;0,4;x;x;
A;71;Mecklenburgische Seenplatte;5155;Mecklenburgische Kleinseenplatte;13071167;Wustrow;1;1;643;300;46,7;15;864;241;164;255;32;84;61;x;x;x;x;x;x;x;x;x;x;23;x;x;x;x;x;x;x;x;x;x;4;x;x;
P;71;Mecklenburgische Seenplatte;5155;Mecklenburgische Kleinseenplatte;13071167;Wustrow;1;1;643;300;46,7;1,7;98,3;27,9;19,0;29,5;3,7;9,7;7,1;x;x;x;x;x;x;x;x;x;x;2,7;x;x;x;x;x;x;x;x;x;x;0,5;x;x;
A;71;Mecklenburgische Seenplatte;5155;Mecklenburgische Kleinseenplatte;13071755;Briefwahl Mecklenburgische Kleinseenplatte;1;1;0;729;0,0;12;2141;627;395;477;404;159;23;x;x;x;x;x;x;x;x;x;x;45;x;x;x;x;x;x;x;x;x;x;11;x;x;
P;71;Mecklenburgische Seenplatte;5155;Mecklenburgische Kleinseenplatte;13071755;Briefwahl Mecklenburgische Kleinseenplatte;1;1;0;729;0,0;0,6;99,4;29,3;18,4;22,3;18,9;7,4;1,1;x;x;x;x;x;x;x;x;x;x;2,1;x;x;x;x;x;x;x;x;x;x;0,5;x;x;
A;71;Mecklenburgische Seenplatte;5156;Neustrelitz-Land;13071011;Blankensee;3;3;1450;687;47,4;109;1952;559;509;475;44;165;116;x;x;x;x;x;x;x;x;x;x;69;x;x;x;x;x;x;x;x;x;x;15;x;x;
P;71;Mecklenburgische Seenplatte;5156;Neustrelitz-Land;13071011;Blankensee;3;3;1450;687;47,4;5,3;94,7;28,6;26,1;24,3;2,3;8,5;5,9;x;x;x;x;x;x;x;x;x;x;3,5;x;x;x;x;x;x;x;x;x;x;0,8;x;x;
A;71;Mecklenburgische Seenplatte;5156;Neustrelitz-Land;13071012;Blumenholz;1;1;687;331;48,2;23;970;307;264;223;32;66;34;x;x;x;x;x;x;x;x;x;x;43;x;x;x;x;x;x;x;x;x;x;1;x;x;
P;71;Mecklenburgische Seenplatte;5156;Neustrelitz-Land;13071012;Blumenholz;1;1;687;331;48,2;2,3;97,7;31,6;27,2;23,0;3,3;6,8;3,5;x;x;x;x;x;x;x;x;x;x;4,4;x;x;x;x;x;x;x;x;x;x;0,1;x;x;
A;71;Mecklenburgische Seenplatte;5156;Neustrelitz-Land;13071025;Carpin;1;1;775;407;52,5;30;1191;338;284;249;62;144;79;x;x;x;x;x;x;x;x;x;x;32;x;x;x;x;x;x;x;x;x;x;3;x;x;
P;71;Mecklenburgische Seenplatte;5156;Neustrelitz-Land;13071025;Carpin;1;1;775;407;52,5;2,5;97,5;28,4;23,8;20,9;5,2;12,1;6,6;x;x;x;x;x;x;x;x;x;x;2,7;x;x;x;x;x;x;x;x;x;x;0,3;x;x;
A;71;Mecklenburgische Seenplatte;5156;Neustrelitz-Land;13071042;Godendorf;1;1;195;121;62,1;7;356;111;85;83;9;15;37;x;x;x;x;x;x;x;x;x;x;10;x;x;x;x;x;x;x;x;x;x;6;x;x;
P;71;Mecklenburgische Seenplatte;5156;Neustrelitz-Land;13071042;Godendorf;1;1;195;121;62,1;1,9;98,1;31,2;23,9;23,3;2,5;4,2;10,4;x;x;x;x;x;x;x;x;x;x;2,8;x;x;x;x;x;x;x;x;x;x;1,7;x;x;
A;71;Mecklenburgische Seenplatte;5156;Neustrelitz-Land;13071058;Gr�now;1;1;263;142;54,0;23;403;137;76;103;8;43;25;x;x;x;x;x;x;x;x;x;x;8;x;x;x;x;x;x;x;x;x;x;3;x;x;
P;71;Mecklenburgische Seenplatte;5156;Neustrelitz-Land;13071058;Gr�now;1;1;263;142;54,0;5,4;94,6;34,0;18,9;25,6;2,0;10,7;6,2;x;x;x;x;x;x;x;x;x;x;2,0;x;x;x;x;x;x;x;x;x;x;0,7;x;x;
A;71;Mecklenburgische Seenplatte;5156;Neustrelitz-Land;13071066;Hohenzieritz;1;1;427;217;50,8;3;617;216;148;140;15;64;23;x;x;x;x;x;x;x;x;x;x;8;x;x;x;x;x;x;x;x;x;x;3;x;x;
P;71;Mecklenburgische Seenplatte;5156;Neustrelitz-Land;13071066;Hohenzieritz;1;1;427;217;50,8;0,5;99,5;35,0;24,0;22,7;2,4;10,4;3,7;x;x;x;x;x;x;x;x;x;x;1,3;x;x;x;x;x;x;x;x;x;x;0,5;x;x;
A;71;Mecklenburgische Seenplatte;5156;Neustrelitz-Land;13071075;Klein Vielen;1;1;581;330;56,8;21;948;377;146;230;23;73;59;x;x;x;x;x;x;x;x;x;x;34;x;x;x;x;x;x;x;x;x;x;6;x;x;
P;71;Mecklenburgische Seenplatte;5156;Neustrelitz-Land;13071075;Klein Vielen;1;1;581;330;56,8;2,2;97,8;39,8;15,4;24,3;2,4;7,7;6,2;x;x;x;x;x;x;x;x;x;x;3,6;x;x;x;x;x;x;x;x;x;x;0,6;x;x;
A;71;Mecklenburgische Seenplatte;5156;Neustrelitz-Land;13071080;Kratzeburg;1;1;459;216;47,1;18;611;162;90;177;51;72;33;x;x;x;x;x;x;x;x;x;x;17;x;x;x;x;x;x;x;x;x;x;9;x;x;
P;71;Mecklenburgische Seenplatte;5156;Neustrelitz-Land;13071080;Kratzeburg;1;1;459;216;47,1;2,9;97,1;26,5;14,7;29,0;8,3;11,8;5,4;x;x;x;x;x;x;x;x;x;x;2,8;x;x;x;x;x;x;x;x;x;x;1,5;x;x;
A;71;Mecklenburgische Seenplatte;5156;Neustrelitz-Land;13071100;M�llenbeck;1;1;623;240;38,5;15;686;287;109;124;21;51;71;x;x;x;x;x;x;x;x;x;x;22;x;x;x;x;x;x;x;x;x;x;1;x;x;
P;71;Mecklenburgische Seenplatte;5156;Neustrelitz-Land;13071100;M�llenbeck;1;1;623;240;38,5;2,1;97,9;41,8;15,9;18,1;3,1;7,4;10,3;x;x;x;x;x;x;x;x;x;x;3,2;x;x;x;x;x;x;x;x;x;x;0,1;x;x;
A;71;Mecklenburgische Seenplatte;5156;Neustrelitz-Land;13071147;Userin;1;1;601;301;50,1;52;851;175;303;241;20;60;10;x;x;x;x;x;x;x;x;x;x;41;x;x;x;x;x;x;x;x;x;x;1;x;x;
P;71;Mecklenburgische Seenplatte;5156;Neustrelitz-Land;13071147;Userin;1;1;601;301;50,1;5,8;94,2;20,6;35,6;28,3;2,4;7,1;1,2;x;x;x;x;x;x;x;x;x;x;4,8;x;x;x;x;x;x;x;x;x;x;0,1;x;x;
A;71;Mecklenburgische Seenplatte;5156;Neustrelitz-Land;13071162;Wokuhl-Dabelow;1;1;527;300;56,9;52;843;200;187;276;23;43;77;x;x;x;x;x;x;x;x;x;x;24;x;x;x;x;x;x;x;x;x;x;13;x;x;
P;71;Mecklenburgische Seenplatte;5156;Neustrelitz-Land;13071162;Wokuhl-Dabelow;1;1;527;300;56,9;5,8;94,2;23,7;22,2;32,7;2,7;5,1;9,1;x;x;x;x;x;x;x;x;x;x;2,8;x;x;x;x;x;x;x;x;x;x;1,5;x;x;
A;71;Mecklenburgische Seenplatte;5156;Neustrelitz-Land;13071756;Briefwahl Neustrelitz-Land;1;1;0;479;0,0;39;1398;405;414;284;42;164;32;x;x;x;x;x;x;x;x;x;x;53;x;x;x;x;x;x;x;x;x;x;4;x;x;
P;71;Mecklenburgische Seenplatte;5156;Neustrelitz-Land;13071756;Briefwahl Neustrelitz-Land;1;1;0;479;0,0;2,7;97,3;29,0;29,6;20,3;3,0;11,7;2,3;x;x;x;x;x;x;x;x;x;x;3,8;x;x;x;x;x;x;x;x;x;x;0,3;x;x;
A;71;Mecklenburgische Seenplatte;5157;Neverin;13071009;Beseritz;1;1;110;81;73,6;0;235;113;49;33;11;11;15;x;x;x;x;x;x;x;x;x;x;3;x;x;x;x;x;x;x;x;x;x;0;x;x;
P;71;Mecklenburgische Seenplatte;5157;Neverin;13071009;Beseritz;1;1;110;81;73,6;0,0;100,0;48,1;20,9;14,0;4,7;4,7;6,4;x;x;x;x;x;x;x;x;x;x;1,3;x;x;x;x;x;x;x;x;x;x;0,0;x;x;
A;71;Mecklenburgische Seenplatte;5157;Neverin;13071010;Blankenhof;1;1;601;312;51,9;36;900;298;209;231;56;43;53;x;x;x;x;x;x;x;x;x;x;6;x;x;x;x;x;x;x;x;x;x;4;x;x;
P;71;Mecklenburgische Seenplatte;5157;Neverin;13071010;Blankenhof;1;1;601;312;51,9;3,8;96,2;33,1;23,2;25,7;6,2;4,8;5,9;x;x;x;x;x;x;x;x;x;x;0,7;x;x;x;x;x;x;x;x;x;x;0,4;x;x;
A;71;Mecklenburgische Seenplatte;5157;Neverin;13071019;Brunn;4;4;932;481;51,6;49;1368;714;193;212;88;45;82;x;x;x;x;x;x;x;x;x;x;13;x;x;x;x;x;x;x;x;x;x;21;x;x;
P;71;Mecklenburgische Seenplatte;5157;Neverin;13071019;Brunn;4;4;932;481;51,6;3,5;96,5;52,2;14,1;15,5;6,4;3,3;6,0;x;x;x;x;x;x;x;x;x;x;1,0;x;x;x;x;x;x;x;x;x;x;1,5;x;x;
A;71;Mecklenburgische Seenplatte;5157;Neverin;13071104;Neddemin;1;1;276;154;55,8;12;424;127;81;97;23;29;56;x;x;x;x;x;x;x;x;x;x;2;x;x;x;x;x;x;x;x;x;x;9;x;x;
P;71;Mecklenburgische Seenplatte;5157;Neverin;13071104;Neddemin;1;1;276;154;55,8;2,8;97,2;30,0;19,1;22,9;5,4;6,8;13,2;x;x;x;x;x;x;x;x;x;x;0,5;x;x;x;x;x;x;x;x;x;x;2,1;x;x;
A;71;Mecklenburgische Seenplatte;5157;Neverin;13071108;Neuenkirchen;2;2;996;585;58,7;42;1672;673;306;432;60;104;61;x;x;x;x;x;x;x;x;x;x;21;x;x;x;x;x;x;x;x;x;x;15;x;x;
P;71;Mecklenburgische Seenplatte;5157;Neverin;13071108;Neuenkirchen;2;2;996;585;58,7;2,5;97,5;40,3;18,3;25,8;3,6;6,2;3,6;x;x;x;x;x;x;x;x;x;x;1,3;x;x;x;x;x;x;x;x;x;x;0,9;x;x;
A;71;Mecklenburgische Seenplatte;5157;Neverin;13071111;Neverin;1;1;931;544;58,4;13;1434;736;231;256;105;60;28;x;x;x;x;x;x;x;x;x;x;7;x;x;x;x;x;x;x;x;x;x;11;x;x;
P;71;Mecklenburgische Seenplatte;5157;Neverin;13071111;Neverin;1;1;931;544;58,4;0,9;99,1;51,3;16,1;17,9;7,3;4,2;2,0;x;x;x;x;x;x;x;x;x;x;0,5;x;x;x;x;x;x;x;x;x;x;0,8;x;x;
A;71;Mecklenburgische Seenplatte;5157;Neverin;13071140;Sponholz;2;2;656;360;54,9;24;992;391;162;193;43;61;104;x;x;x;x;x;x;x;x;x;x;29;x;x;x;x;x;x;x;x;x;x;9;x;x;
P;71;Mecklenburgische Seenplatte;5157;Neverin;13071140;Sponholz;2;2;656;360;54,9;2,4;97,6;39,4;16,3;19,5;4,3;6,1;10,5;x;x;x;x;x;x;x;x;x;x;2,9;x;x;x;x;x;x;x;x;x;x;0,9;x;x;
A;71;Mecklenburgische Seenplatte;5157;Neverin;13071141;Staven;2;2;400;213;53,3;6;599;305;106;111;15;18;36;x;x;x;x;x;x;x;x;x;x;3;x;x;x;x;x;x;x;x;x;x;5;x;x;
P;71;Mecklenburgische Seenplatte;5157;Neverin;13071141;Staven;2;2;400;213;53,3;1,0;99,0;50,9;17,7;18,5;2,5;3,0;6,0;x;x;x;x;x;x;x;x;x;x;0,5;x;x;x;x;x;x;x;x;x;x;0,8;x;x;
A;71;Mecklenburgische Seenplatte;5157;Neverin;13071145;Trollenhagen;1;1;827;437;52,8;39;1243;543;225;258;49;65;59;x;x;x;x;x;x;x;x;x;x;29;x;x;x;x;x;x;x;x;x;x;15;x;x;
P;71;Mecklenburgische Seenplatte;5157;Neverin;13071145;Trollenhagen;1;1;827;437;52,8;3,0;97,0;43,7;18,1;20,8;3,9;5,2;4,7;x;x;x;x;x;x;x;x;x;x;2,3;x;x;x;x;x;x;x;x;x;x;1,2;x;x;
A;71;Mecklenburgische Seenplatte;5157;Neverin;13071161;Woggersin;1;1;449;265;59,0;24;751;290;104;178;85;58;19;x;x;x;x;x;x;x;x;x;x;13;x;x;x;x;x;x;x;x;x;x;4;x;x;
P;71;Mecklenburgische Seenplatte;5157;Neverin;13071161;Woggersin;1;1;449;265;59,0;3,1;96,9;38,6;13,8;23,7;11,3;7,7;2,5;x;x;x;x;x;x;x;x;x;x;1,7;x;x;x;x;x;x;x;x;x;x;0,5;x;x;
A;71;Mecklenburgische Seenplatte;5157;Neverin;13071166;Wulkenzin;2;2;1300;797;61,3;92;2260;732;487;546;89;249;79;x;x;x;x;x;x;x;x;x;x;49;x;x;x;x;x;x;x;x;x;x;29;x;x;
P;71;Mecklenburgische Seenplatte;5157;Neverin;13071166;Wulkenzin;2;2;1300;797;61,3;3,9;96,1;32,4;21,5;24,2;3,9;11,0;3,5;x;x;x;x;x;x;x;x;x;x;2,2;x;x;x;x;x;x;x;x;x;x;1,3;x;x;
A;71;Mecklenburgische Seenplatte;5157;Neverin;13071170;Zirzow;1;1;303;161;53,1;6;473;196;81;100;7;45;20;x;x;x;x;x;x;x;x;x;x;8;x;x;x;x;x;x;x;x;x;x;16;x;x;
P;71;Mecklenburgische Seenplatte;5157;Neverin;13071170;Zirzow;1;1;303;161;53,1;1,3;98,7;41,4;17,1;21,1;1,5;9,5;4,2;x;x;x;x;x;x;x;x;x;x;1,7;x;x;x;x;x;x;x;x;x;x;3,4;x;x;
A;71;Mecklenburgische Seenplatte;5157;Neverin;13071757;Briefwahl Neverin;1;1;0;635;0,0;39;1837;775;344;300;159;178;36;x;x;x;x;x;x;x;x;x;x;29;x;x;x;x;x;x;x;x;x;x;16;x;x;
P;71;Mecklenburgische Seenplatte;5157;Neverin;13071757;Briefwahl Neverin;1;1;0;635;0,0;2,1;97,9;42,2;18,7;16,3;8,7;9,7;2,0;x;x;x;x;x;x;x;x;x;x;1,6;x;x;x;x;x;x;x;x;x;x;0,9;x;x;
A;71;Mecklenburgische Seenplatte;5158;Penzliner Land;13071005;Ankershagen;2;2;526;264;50,2;22;769;236;146;266;23;57;24;x;x;x;x;x;x;x;x;x;x;11;x;x;x;x;x;x;x;x;x;x;6;x;x;
P;71;Mecklenburgische Seenplatte;5158;Penzliner Land;13071005;Ankershagen;2;2;526;264;50,2;2,8;97,2;30,7;19,0;34,6;3,0;7,4;3,1;x;x;x;x;x;x;x;x;x;x;1,4;x;x;x;x;x;x;x;x;x;x;0,8;x;x;
A;71;Mecklenburgische Seenplatte;5158;Penzliner Land;13071082;Krukow;1;1;167;119;71,3;12;340;73;50;148;14;32;6;x;x;x;x;x;x;x;x;x;x;11;x;x;x;x;x;x;x;x;x;x;6;x;x;
P;71;Mecklenburgische Seenplatte;5158;Penzliner Land;13071082;Krukow;1;1;167;119;71,3;3,4;96,6;21,5;14,7;43,5;4,1;9,4;1,8;x;x;x;x;x;x;x;x;x;x;3,2;x;x;x;x;x;x;x;x;x;x;1,8;x;x;
A;71;Mecklenburgische Seenplatte;5158;Penzliner Land;13071086;Lapitz;1;1;143;80;55,9;9;231;44;20;113;11;5;30;x;x;x;x;x;x;x;x;x;x;5;x;x;x;x;x;x;x;x;x;x;3;x;x;
P;71;Mecklenburgische Seenplatte;5158;Penzliner Land;13071086;Lapitz;1;1;143;80;55,9;3,8;96,3;19,0;8,7;48,9;4,8;2,2;13,0;x;x;x;x;x;x;x;x;x;x;2,2;x;x;x;x;x;x;x;x;x;x;1,3;x;x;
A;71;Mecklenburgische Seenplatte;5158;Penzliner Land;13071094;Mallin;1;1;311;159;51,1;27;435;101;78;160;20;28;38;x;x;x;x;x;x;x;x;x;x;3;x;x;x;x;x;x;x;x;x;x;7;x;x;
P;71;Mecklenburgische Seenplatte;5158;Penzliner Land;13071094;Mallin;1;1;311;159;51,1;5,8;94,2;23,2;17,9;36,8;4,6;6,4;8,7;x;x;x;x;x;x;x;x;x;x;0,7;x;x;x;x;x;x;x;x;x;x;1,6;x;x;
A;71;Mecklenburgische Seenplatte;5158;Penzliner Land;13071101;M�llenhagen;3;3;1445;571;39,5;43;1615;440;244;654;76;73;75;x;x;x;x;x;x;x;x;x;x;41;x;x;x;x;x;x;x;x;x;x;12;x;x;
P;71;Mecklenburgische Seenplatte;5158;Penzliner Land;13071101;M�llenhagen;3;3;1445;571;39,5;2,6;97,4;27,2;15,1;40,5;4,7;4,5;4,6;x;x;x;x;x;x;x;x;x;x;2,5;x;x;x;x;x;x;x;x;x;x;0,7;x;x;
A;71;Mecklenburgische Seenplatte;5158;Penzliner Land;13071115;Penzlin, Stadt;7;7;3423;1415;41,3;166;3954;928;462;1831;233;191;250;x;x;x;x;x;x;x;x;x;x;39;x;x;x;x;x;x;x;x;x;x;20;x;x;
P;71;Mecklenburgische Seenplatte;5158;Penzliner Land;13071115;Penzlin, Stadt;7;7;3423;1415;41,3;4,0;96,0;23,5;11,7;46,3;5,9;4,8;6,3;x;x;x;x;x;x;x;x;x;x;1,0;x;x;x;x;x;x;x;x;x;x;0,5;x;x;
A;71;Mecklenburgische Seenplatte;5158;Penzliner Land;13071121;Puchow;1;1;127;88;69,3;3;261;78;31;110;6;11;19;x;x;x;x;x;x;x;x;x;x;3;x;x;x;x;x;x;x;x;x;x;3;x;x;
P;71;Mecklenburgische Seenplatte;5158;Penzliner Land;13071121;Puchow;1;1;127;88;69,3;1,1;98,9;29,9;11,9;42,1;2,3;4,2;7,3;x;x;x;x;x;x;x;x;x;x;1,1;x;x;x;x;x;x;x;x;x;x;1,1;x;x;
A;71;Mecklenburgische Seenplatte;5158;Penzliner Land;13071758;Briefwahl Penzliner Land;1;1;0;411;0,0;18;1213;259;187;546;91;72;18;x;x;x;x;x;x;x;x;x;x;21;x;x;x;x;x;x;x;x;x;x;19;x;x;
P;71;Mecklenburgische Seenplatte;5158;Penzliner Land;13071758;Briefwahl Penzliner Land;1;1;0;411;0,0;1,5;98,5;21,4;15,4;45,0;7,5;5,9;1,5;x;x;x;x;x;x;x;x;x;x;1,7;x;x;x;x;x;x;x;x;x;x;1,6;x;x;
A;71;Mecklenburgische Seenplatte;5159;R�bel-M�ritz;13071003;Altenhof;1;1;328;142;43,3;33;393;102;65;127;16;28;28;x;x;x;x;x;x;x;x;x;x;25;x;x;x;x;x;x;x;x;x;x;2;x;x;
P;71;Mecklenburgische Seenplatte;5159;R�bel-M�ritz;13071003;Altenhof;1;1;328;142;43,3;7,7;92,3;26,0;16,5;32,3;4,1;7,1;7,1;x;x;x;x;x;x;x;x;x;x;6,4;x;x;x;x;x;x;x;x;x;x;0,5;x;x;
A;71;Mecklenburgische Seenplatte;5159;R�bel-M�ritz;13071013;Bollewick;2;2;567;239;42,2;27;672;149;102;253;34;76;33;x;x;x;x;x;x;x;x;x;x;20;x;x;x;x;x;x;x;x;x;x;5;x;x;
P;71;Mecklenburgische Seenplatte;5159;R�bel-M�ritz;13071013;Bollewick;2;2;567;239;42,2;3,9;96,1;22,2;15,2;37,6;5,1;11,3;4,9;x;x;x;x;x;x;x;x;x;x;3,0;x;x;x;x;x;x;x;x;x;x;0,7;x;x;
A;71;Mecklenburgische Seenplatte;5159;R�bel-M�ritz;13071020;Buchholz;1;1;121;63;52,1;9;178;63;39;40;9;3;9;x;x;x;x;x;x;x;x;x;x;15;x;x;x;x;x;x;x;x;x;x;0;x;x;
P;71;Mecklenburgische Seenplatte;5159;R�bel-M�ritz;13071020;Buchholz;1;1;121;63;52,1;4,8;95,2;35,4;21,9;22,5;5,1;1,7;5,1;x;x;x;x;x;x;x;x;x;x;8,4;x;x;x;x;x;x;x;x;x;x;0,0;x;x;
A;71;Mecklenburgische Seenplatte;5159;R�bel-M�ritz;13071023;B�tow;1;1;405;149;36,8;18;420;101;90;134;22;13;38;x;x;x;x;x;x;x;x;x;x;20;x;x;x;x;x;x;x;x;x;x;2;x;x;
P;71;Mecklenburgische Seenplatte;5159;R�bel-M�ritz;13071023;B�tow;1;1;405;149;36,8;4,1;95,9;24,0;21,4;31,9;5,2;3,1;9,0;x;x;x;x;x;x;x;x;x;x;4,8;x;x;x;x;x;x;x;x;x;x;0,5;x;x;
A;71;Mecklenburgische Seenplatte;5159;R�bel-M�ritz;13071034;Fincken;2;2;466;238;51,1;27;680;225;81;265;14;54;26;x;x;x;x;x;x;x;x;x;x;15;x;x;x;x;x;x;x;x;x;x;0;x;x;
P;71;Mecklenburgische Seenplatte;5159;R�bel-M�ritz;13071034;Fincken;2;2;466;238;51,1;3,8;96,2;33,1;11,9;39,0;2,1;7,9;3,8;x;x;x;x;x;x;x;x;x;x;2,2;x;x;x;x;x;x;x;x;x;x;0,0;x;x;
A;71;Mecklenburgische Seenplatte;5159;R�bel-M�ritz;13071045;Gotthun;1;1;269;138;51,3;15;399;93;45;177;38;24;6;x;x;x;x;x;x;x;x;x;x;13;x;x;x;x;x;x;x;x;x;x;3;x;x;
P;71;Mecklenburgische Seenplatte;5159;R�bel-M�ritz;13071045;Gotthun;1;1;269;138;51,3;3,6;96,4;23,3;11,3;44,4;9,5;6,0;1,5;x;x;x;x;x;x;x;x;x;x;3,3;x;x;x;x;x;x;x;x;x;x;0,8;x;x;
A;71;Mecklenburgische Seenplatte;5159;R�bel-M�ritz;13071046;Grabow-Below;1;1;99;56;56,6;9;156;60;15;52;4;13;3;x;x;x;x;x;x;x;x;x;x;9;x;x;x;x;x;x;x;x;x;x;0;x;x;
P;71;Mecklenburgische Seenplatte;5159;R�bel-M�ritz;13071046;Grabow-Below;1;1;99;56;56,6;5,5;94,5;38,5;9,6;33,3;2,6;8,3;1,9;x;x;x;x;x;x;x;x;x;x;5,8;x;x;x;x;x;x;x;x;x;x;0,0;x;x;
A;71;Mecklenburgische Seenplatte;5159;R�bel-M�ritz;13071053;Gro� Kelle;1;1;106;61;57,5;3;174;63;20;52;1;9;21;x;x;x;x;x;x;x;x;x;x;6;x;x;x;x;x;x;x;x;x;x;2;x;x;
P;71;Mecklenburgische Seenplatte;5159;R�bel-M�ritz;13071053;Gro� Kelle;1;1;106;61;57,5;1,7;98,3;36,2;11,5;29,9;0,6;5,2;12,1;x;x;x;x;x;x;x;x;x;x;3,4;x;x;x;x;x;x;x;x;x;x;1,1;x;x;
A;71;Mecklenburgische Seenplatte;5159;R�bel-M�ritz;13071073;Kieve;1;1;129;62;48,1;3;170;50;13;56;5;42;0;x;x;x;x;x;x;x;x;x;x;4;x;x;x;x;x;x;x;x;x;x;0;x;x;
P;71;Mecklenburgische Seenplatte;5159;R�bel-M�ritz;13071073;Kieve;1;1;129;62;48,1;1,7;98,3;29,4;7,6;32,9;2,9;24,7;0,0;x;x;x;x;x;x;x;x;x;x;2,4;x;x;x;x;x;x;x;x;x;x;0,0;x;x;
A;71;Mecklenburgische Seenplatte;5159;R�bel-M�ritz;13071087;L�rz;2;2;467;260;55,7;21;726;396;109;103;41;33;36;x;x;x;x;x;x;x;x;x;x;8;x;x;x;x;x;x;x;x;x;x;0;x;x;
P;71;Mecklenburgische Seenplatte;5159;R�bel-M�ritz;13071087;L�rz;2;2;467;260;55,7;2,8;97,2;54,5;15,0;14,2;5,6;4,5;5,0;x;x;x;x;x;x;x;x;x;x;1,1;x;x;x;x;x;x;x;x;x;x;0,0;x;x;
A;71;Mecklenburgische Seenplatte;5159;R�bel-M�ritz;13071088;Leizen;2;2;403;184;45,7;27;519;133;69;204;23;50;15;x;x;x;x;x;x;x;x;x;x;25;x;x;x;x;x;x;x;x;x;x;0;x;x;
P;71;Mecklenburgische Seenplatte;5159;R�bel-M�ritz;13071088;Leizen;2;2;403;184;45,7;4,9;95,1;25,6;13,3;39,3;4,4;9,6;2,9;x;x;x;x;x;x;x;x;x;x;4,8;x;x;x;x;x;x;x;x;x;x;0,0;x;x;
A;71;Mecklenburgische Seenplatte;5159;R�bel-M�ritz;13071091;Ludorf;1;1;422;210;49,8;18;612;198;58;233;23;70;14;x;x;x;x;x;x;x;x;x;x;15;x;x;x;x;x;x;x;x;x;x;1;x;x;
P;71;Mecklenburgische Seenplatte;5159;R�bel-M�ritz;13071091;Ludorf;1;1;422;210;49,8;2,9;97,1;32,4;9,5;38,1;3,8;11,4;2,3;x;x;x;x;x;x;x;x;x;x;2,5;x;x;x;x;x;x;x;x;x;x;0,2;x;x;
A;71;Mecklenburgische Seenplatte;5159;R�bel-M�ritz;13071095;Massow;1;1;209;76;36,4;15;200;61;31;70;10;13;2;x;x;x;x;x;x;x;x;x;x;7;x;x;x;x;x;x;x;x;x;x;6;x;x;
P;71;Mecklenburgische Seenplatte;5159;R�bel-M�ritz;13071095;Massow;1;1;209;76;36,4;7,0;93,0;30,5;15,5;35,0;5,0;6,5;1,0;x;x;x;x;x;x;x;x;x;x;3,5;x;x;x;x;x;x;x;x;x;x;3,0;x;x;
A;71;Mecklenburgische Seenplatte;5159;R�bel-M�ritz;13071097;Melz;1;1;315;153;48,6;6;374;97;76;132;10;23;19;x;x;x;x;x;x;x;x;x;x;14;x;x;x;x;x;x;x;x;x;x;3;x;x;
