Berechnungsdatum;Ausgabe;Kreis;Kreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;Erf. Wahlbezirke;Wahlberechtigte;W�hler;Wahlbeteiligung;Ung�ltige Stimmen;G�ltige Stimmen;CDU;DIE LINKE;SPD;GRÜNE;AfD;FDP;NPD;PIRATEN;ASK Schwerin;AWD;AWGV;ABLR;AfL;AUFBRUCH 09;B�ndnis C;B�rger f�r Stralsund;BVR;B�rgerb�ndnis "Landleben Tollensetal";BG;DKP;DF;FREIE W�HLER;Freier Horizont LUP;Freier Horizont MSE;Freier Horizont VG;Freier Horizont LRO;FPA;FR;Graue;KfV;Die PARTEI;Tierschutzpartei;Pro Aktiv;UB;UFR;Rostocker Bund;WGW;WGK;LUL;W�hlergruppe Adomeit;WLD;Einzelbewerber
05.06.2019 13:48:38;P;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075103;Nieden;1;1;144;115;79,9;4,5;95,5;43,1;12,3;10,7;2,2;15,1;1,6;8,2;x;x;x;x;x;x;x;x;x;x;0,9;0,0;x;x;2,8;x;x;0,6;x;x;x;x;0,9;x;1,3;x;x;x;x;x;x;x;x;x;0,3
05.06.2019 13:48:38;A;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075104;Papendorf;1;1;192;129;67,2;22;365;104;40;72;8;76;5;24;x;x;x;x;x;x;x;x;x;x;0;1;x;x;7;x;x;0;x;x;x;x;15;x;13;x;x;x;x;x;x;x;x;x;0
05.06.2019 13:48:38;P;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075104;Papendorf;1;1;192;129;67,2;5,7;94,3;28,5;11,0;19,7;2,2;20,8;1,4;6,6;x;x;x;x;x;x;x;x;x;x;0,0;0,3;x;x;1,9;x;x;0,0;x;x;x;x;4,1;x;3,6;x;x;x;x;x;x;x;x;x;0,0
05.06.2019 13:48:38;A;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075109;Polzow;1;1;207;161;77,8;27;449;178;65;69;20;41;10;23;x;x;x;x;x;x;x;x;x;x;0;2;x;x;13;x;x;5;x;x;x;x;9;x;14;x;x;x;x;x;x;x;x;x;0
05.06.2019 13:48:38;P;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075109;Polzow;1;1;207;161;77,8;5,7;94,3;39,6;14,5;15,4;4,5;9,1;2,2;5,1;x;x;x;x;x;x;x;x;x;x;0,0;0,4;x;x;2,9;x;x;1,1;x;x;x;x;2,0;x;3,1;x;x;x;x;x;x;x;x;x;0,0
05.06.2019 13:48:38;A;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075115;Rollwitz;3;3;807;558;69,1;85;1570;634;189;165;48;353;38;30;x;x;x;x;x;x;x;x;x;x;0;5;x;x;22;x;x;16;x;x;x;x;26;x;38;x;x;x;x;x;x;x;x;x;6
05.06.2019 13:48:38;P;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075115;Rollwitz;3;3;807;558;69,1;5,1;94,9;40,4;12,0;10,5;3,1;22,5;2,4;1,9;x;x;x;x;x;x;x;x;x;x;0,0;0,3;x;x;1,4;x;x;1,0;x;x;x;x;1,7;x;2,4;x;x;x;x;x;x;x;x;x;0,4
05.06.2019 13:48:38;A;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075126;Sch�nwalde;1;1;396;278;70,2;35;799;265;82;114;7;227;9;39;x;x;x;x;x;x;x;x;x;x;1;7;x;x;7;x;x;8;x;x;x;x;14;x;11;x;x;x;x;x;x;x;x;x;8
05.06.2019 13:48:38;P;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075126;Sch�nwalde;1;1;396;278;70,2;4,2;95,8;33,2;10,3;14,3;0,9;28,4;1,1;4,9;x;x;x;x;x;x;x;x;x;x;0,1;0,9;x;x;0,9;x;x;1,0;x;x;x;x;1,8;x;1,4;x;x;x;x;x;x;x;x;x;1,0
05.06.2019 13:48:38;A;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075138;Viereck;3;3;839;514;61,3;34;1465;450;349;119;55;231;26;112;x;x;x;x;x;x;x;x;x;x;0;3;x;x;35;x;x;6;x;x;x;x;50;x;26;x;x;x;x;x;x;x;x;x;3
05.06.2019 13:48:38;P;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075138;Viereck;3;3;839;514;61,3;2,3;97,7;30,7;23,8;8,1;3,8;15,8;1,8;7,6;x;x;x;x;x;x;x;x;x;x;0,0;0,2;x;x;2,4;x;x;0,4;x;x;x;x;3,4;x;1,8;x;x;x;x;x;x;x;x;x;0,2
05.06.2019 13:48:38;A;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075149;Zerrenthin;1;1;383;227;59,3;12;664;234;83;68;39;175;9;20;x;x;x;x;x;x;x;x;x;x;1;0;x;x;2;x;x;2;x;x;x;x;12;x;16;x;x;x;x;x;x;x;x;x;3
05.06.2019 13:48:38;P;75;Vorpommern-Greifswald;5560;Uecker-Randow-Tal;13075149;Zerrenthin;1;1;383;227;59,3;1,8;98,2;35,2;12,5;10,2;5,9;26,4;1,4;3,0;x;x;x;x;x;x;x;x;x;x;0,2;0,0;x;x;0,3;x;x;0,3;x;x;x;x;1,8;x;2,4;x;x;x;x;x;x;x;x;x;0,5
05.06.2019 13:48:38;A;75;Vorpommern-Greifswald;5561;Usedom-Nord;13075058;Karlshagen;2;2;2785;1805;64,8;156;5259;902;1488;397;212;1166;105;44;x;x;x;x;x;x;x;x;x;x;3;20;x;x;59;x;x;6;x;x;x;x;485;x;147;x;x;x;x;x;x;x;x;x;225
05.06.2019 13:48:38;P;75;Vorpommern-Greifswald;5561;Usedom-Nord;13075058;Karlshagen;2;2;2785;1805;64,8;2,9;97,1;17,2;28,3;7,5;4,0;22,2;2,0;0,8;x;x;x;x;x;x;x;x;x;x;0,1;0,4;x;x;1,1;x;x;0,1;x;x;x;x;9,2;x;2,8;x;x;x;x;x;x;x;x;x;4,3
05.06.2019 13:48:38;A;75;Vorpommern-Greifswald;5561;Usedom-Nord;13075092;M�lschow;1;1;662;443;66,9;42;1287;331;111;79;59;371;56;19;x;x;x;x;x;x;x;x;x;x;0;5;x;x;16;x;x;0;x;x;x;x;147;x;19;x;x;x;x;x;x;x;x;x;74
05.06.2019 13:48:38;P;75;Vorpommern-Greifswald;5561;Usedom-Nord;13075092;M�lschow;1;1;662;443;66,9;3,2;96,8;25,7;8,6;6,1;4,6;28,8;4,4;1,5;x;x;x;x;x;x;x;x;x;x;0,0;0,4;x;x;1,2;x;x;0,0;x;x;x;x;11,4;x;1,5;x;x;x;x;x;x;x;x;x;5,7
05.06.2019 13:48:38;A;75;Vorpommern-Greifswald;5561;Usedom-Nord;13075106;Peenem�nde;1;1;290;215;74,1;15;619;141;76;43;36;171;26;19;x;x;x;x;x;x;x;x;x;x;0;1;x;x;12;x;x;3;x;x;x;x;36;x;26;x;x;x;x;x;x;x;x;x;29
05.06.2019 13:48:38;P;75;Vorpommern-Greifswald;5561;Usedom-Nord;13075106;Peenem�nde;1;1;290;215;74,1;2,4;97,6;22,8;12,3;6,9;5,8;27,6;4,2;3,1;x;x;x;x;x;x;x;x;x;x;0,0;0,2;x;x;1,9;x;x;0,5;x;x;x;x;5,8;x;4,2;x;x;x;x;x;x;x;x;x;4,7
05.06.2019 13:48:38;A;75;Vorpommern-Greifswald;5561;Usedom-Nord;13075133;Trassenheide;1;1;830;606;73,0;18;1738;438;231;111;81;471;57;21;x;x;x;x;x;x;x;x;x;x;2;17;x;x;28;x;x;0;x;x;x;x;185;x;30;x;x;x;x;x;x;x;x;x;66
05.06.2019 13:48:38;P;75;Vorpommern-Greifswald;5561;Usedom-Nord;13075133;Trassenheide;1;1;830;606;73,0;1,0;99,0;25,2;13,3;6,4;4,7;27,1;3,3;1,2;x;x;x;x;x;x;x;x;x;x;0,1;1,0;x;x;1,6;x;x;0,0;x;x;x;x;10,6;x;1,7;x;x;x;x;x;x;x;x;x;3,8
05.06.2019 13:48:38;A;75;Vorpommern-Greifswald;5561;Usedom-Nord;13075151;Zinnowitz;3;3;3665;2348;64,1;171;6835;1613;578;562;403;1460;122;66;x;x;x;x;x;x;x;x;x;x;20;25;x;x;84;x;x;8;x;x;x;x;1486;x;176;x;x;x;x;x;x;x;x;x;232
05.06.2019 13:48:38;P;75;Vorpommern-Greifswald;5561;Usedom-Nord;13075151;Zinnowitz;3;3;3665;2348;64,1;2,4;97,6;23,6;8,5;8,2;5,9;21,4;1,8;1,0;x;x;x;x;x;x;x;x;x;x;0,3;0,4;x;x;1,2;x;x;0,1;x;x;x;x;21,7;x;2,6;x;x;x;x;x;x;x;x;x;3,4
05.06.2019 13:48:38;A;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075010;Benz;3;3;922;610;66,2;59;1755;695;127;191;121;387;26;51;x;x;x;x;x;x;x;x;x;x;0;0;x;x;42;x;x;1;x;x;x;x;53;x;31;x;x;x;x;x;x;x;x;x;30
05.06.2019 13:48:38;P;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075010;Benz;3;3;922;610;66,2;3,3;96,7;39,6;7,2;10,9;6,9;22,1;1,5;2,9;x;x;x;x;x;x;x;x;x;x;0,0;0,0;x;x;2,4;x;x;0,1;x;x;x;x;3,0;x;1,8;x;x;x;x;x;x;x;x;x;1,7
05.06.2019 13:48:38;A;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075026;Dargen;1;1;505;284;56,2;42;808;199;98;134;55;202;5;46;x;x;x;x;x;x;x;x;x;x;0;0;x;x;17;x;x;2;x;x;x;x;26;x;9;x;x;x;x;x;x;x;x;x;15
05.06.2019 13:48:38;P;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075026;Dargen;1;1;505;284;56,2;4,9;95,1;24,6;12,1;16,6;6,8;25,0;0,6;5,7;x;x;x;x;x;x;x;x;x;x;0,0;0,0;x;x;2,1;x;x;0,2;x;x;x;x;3,2;x;1,1;x;x;x;x;x;x;x;x;x;1,9
05.06.2019 13:48:38;A;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075034;Garz;1;1;231;130;56,3;15;371;153;20;36;16;112;12;5;x;x;x;x;x;x;x;x;x;x;0;0;x;x;4;x;x;0;x;x;x;x;8;x;5;x;x;x;x;x;x;x;x;x;0
05.06.2019 13:48:38;P;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075034;Garz;1;1;231;130;56,3;3,9;96,1;41,2;5,4;9,7;4,3;30,2;3,2;1,3;x;x;x;x;x;x;x;x;x;x;0,0;0,0;x;x;1,1;x;x;0,0;x;x;x;x;2,2;x;1,3;x;x;x;x;x;x;x;x;x;0,0
05.06.2019 13:48:38;A;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075056;Kamminke;1;1;232;174;75,0;34;488;175;53;46;11;152;18;14;x;x;x;x;x;x;x;x;x;x;1;1;x;x;2;x;x;3;x;x;x;x;2;x;9;x;x;x;x;x;x;x;x;x;1
05.06.2019 13:48:38;P;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075056;Kamminke;1;1;232;174;75,0;6,5;93,5;35,9;10,9;9,4;2,3;31,1;3,7;2,9;x;x;x;x;x;x;x;x;x;x;0,2;0,2;x;x;0,4;x;x;0,6;x;x;x;x;0,4;x;1,8;x;x;x;x;x;x;x;x;x;0,2
05.06.2019 13:48:38;A;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075065;Korswandt;1;1;502;348;69,3;24;1019;289;86;136;86;299;24;37;x;x;x;x;x;x;x;x;x;x;1;6;x;x;0;x;x;0;x;x;x;x;25;x;15;x;x;x;x;x;x;x;x;x;15
05.06.2019 13:48:38;P;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075065;Korswandt;1;1;502;348;69,3;2,3;97,7;28,4;8,4;13,3;8,4;29,3;2,4;3,6;x;x;x;x;x;x;x;x;x;x;0,1;0,6;x;x;0,0;x;x;0,0;x;x;x;x;2,5;x;1,5;x;x;x;x;x;x;x;x;x;1,5
05.06.2019 13:48:38;A;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075066;Koserow;1;1;1557;1004;64,5;126;2870;924;218;381;202;630;46;41;x;x;x;x;x;x;x;x;x;x;1;16;x;x;43;x;x;12;x;x;x;x;192;x;80;x;x;x;x;x;x;x;x;x;84
05.06.2019 13:48:38;P;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075066;Koserow;1;1;1557;1004;64,5;4,2;95,8;32,2;7,6;13,3;7,0;22,0;1,6;1,4;x;x;x;x;x;x;x;x;x;x;0,0;0,6;x;x;1,5;x;x;0,4;x;x;x;x;6,7;x;2,8;x;x;x;x;x;x;x;x;x;2,9
05.06.2019 13:48:38;A;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075080;Loddin;1;1;855;602;70,4;36;1734;465;120;148;103;524;44;71;x;x;x;x;x;x;x;x;x;x;0;4;x;x;23;x;x;4;x;x;x;x;122;x;44;x;x;x;x;x;x;x;x;x;62
05.06.2019 13:48:38;P;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075080;Loddin;1;1;855;602;70,4;2,0;98,0;26,8;6,9;8,5;5,9;30,2;2,5;4,1;x;x;x;x;x;x;x;x;x;x;0,0;0,2;x;x;1,3;x;x;0,2;x;x;x;x;7,0;x;2,5;x;x;x;x;x;x;x;x;x;3,6
05.06.2019 13:48:38;A;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075090;Mellenthin;2;2;382;293;76,7;57;813;283;46;134;47;201;21;27;x;x;x;x;x;x;x;x;x;x;0;4;x;x;11;x;x;1;x;x;x;x;23;x;11;x;x;x;x;x;x;x;x;x;4
05.06.2019 13:48:38;P;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075090;Mellenthin;2;2;382;293;76,7;6,6;93,4;34,8;5,7;16,5;5,8;24,7;2,6;3,3;x;x;x;x;x;x;x;x;x;x;0,0;0,5;x;x;1,4;x;x;0,1;x;x;x;x;2,8;x;1,4;x;x;x;x;x;x;x;x;x;0,5
05.06.2019 13:48:38;A;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075111;Pudagla;1;1;401;297;74,1;9;851;251;76;100;30;219;12;54;x;x;x;x;x;x;x;x;x;x;1;2;x;x;12;x;x;0;x;x;x;x;39;x;28;x;x;x;x;x;x;x;x;x;27
05.06.2019 13:48:38;P;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075111;Pudagla;1;1;401;297;74,1;1,0;99,0;29,5;8,9;11,8;3,5;25,7;1,4;6,3;x;x;x;x;x;x;x;x;x;x;0,1;0,2;x;x;1,4;x;x;0,0;x;x;x;x;4,6;x;3,3;x;x;x;x;x;x;x;x;x;3,2
05.06.2019 13:48:38;A;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075114;Rankwitz;1;1;532;361;67,9;24;1040;354;82;147;63;216;26;23;x;x;x;x;x;x;x;x;x;x;6;3;x;x;23;x;x;5;x;x;x;x;56;x;13;x;x;x;x;x;x;x;x;x;23
05.06.2019 13:48:38;P;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075114;Rankwitz;1;1;532;361;67,9;2,3;97,7;34,0;7,9;14,1;6,1;20,8;2,5;2,2;x;x;x;x;x;x;x;x;x;x;0,6;0,3;x;x;2,2;x;x;0,5;x;x;x;x;5,4;x;1,3;x;x;x;x;x;x;x;x;x;2,2
05.06.2019 13:48:38;A;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075129;Stolpe auf Usedom;1;1;308;219;71,1;15;628;119;26;209;34;166;19;8;x;x;x;x;x;x;x;x;x;x;0;0;x;x;8;x;x;7;x;x;x;x;8;x;14;x;x;x;x;x;x;x;x;x;10
05.06.2019 13:48:38;P;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075129;Stolpe auf Usedom;1;1;308;219;71,1;2,3;97,7;18,9;4,1;33,3;5,4;26,4;3,0;1,3;x;x;x;x;x;x;x;x;x;x;0,0;0,0;x;x;1,3;x;x;1,1;x;x;x;x;1,3;x;2,2;x;x;x;x;x;x;x;x;x;1,6
05.06.2019 13:48:38;A;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075135;�ckeritz;1;1;939;663;70,6;108;1859;484;163;184;220;414;54;46;x;x;x;x;x;x;x;x;x;x;1;4;x;x;35;x;x;4;x;x;x;x;101;x;50;x;x;x;x;x;x;x;x;x;99
05.06.2019 13:48:38;P;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075135;�ckeritz;1;1;939;663;70,6;5,5;94,5;26,0;8,8;9,9;11,8;22,3;2,9;2,5;x;x;x;x;x;x;x;x;x;x;0,1;0,2;x;x;1,9;x;x;0,2;x;x;x;x;5,4;x;2,7;x;x;x;x;x;x;x;x;x;5,3
05.06.2019 13:48:38;A;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075137;Usedom, Stadt;1;1;1547;861;55,7;75;2454;612;156;683;120;436;30;168;x;x;x;x;x;x;x;x;x;x;4;10;x;x;34;x;x;8;x;x;x;x;105;x;30;x;x;x;x;x;x;x;x;x;58
05.06.2019 13:48:38;P;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075137;Usedom, Stadt;1;1;1547;861;55,7;3,0;97,0;24,9;6,4;27,8;4,9;17,8;1,2;6,8;x;x;x;x;x;x;x;x;x;x;0,2;0,4;x;x;1,4;x;x;0,3;x;x;x;x;4,3;x;1,2;x;x;x;x;x;x;x;x;x;2,4
05.06.2019 13:48:38;A;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075148;Zempin;1;1;832;493;59,3;86;1393;368;153;141;72;328;38;41;x;x;x;x;x;x;x;x;x;x;2;2;x;x;25;x;x;3;x;x;x;x;146;x;32;x;x;x;x;x;x;x;x;x;42
05.06.2019 13:48:38;P;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075148;Zempin;1;1;832;493;59,3;5,8;94,2;26,4;11,0;10,1;5,2;23,5;2,7;2,9;x;x;x;x;x;x;x;x;x;x;0,1;0,1;x;x;1,8;x;x;0,2;x;x;x;x;10,5;x;2,3;x;x;x;x;x;x;x;x;x;3,0
05.06.2019 13:48:38;A;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075152;Zirchow;1;1;487;236;48,5;21;671;172;50;85;33;245;8;21;x;x;x;x;x;x;x;x;x;x;1;1;x;x;6;x;x;0;x;x;x;x;30;x;14;x;x;x;x;x;x;x;x;x;5
05.06.2019 13:48:38;P;75;Vorpommern-Greifswald;5562;Usedom-S�d;13075152;Zirchow;1;1;487;236;48,5;3,0;97,0;25,6;7,5;12,7;4,9;36,5;1,2;3,1;x;x;x;x;x;x;x;x;x;x;0,1;0,1;x;x;0,9;x;x;0,0;x;x;x;x;4,5;x;2,1;x;x;x;x;x;x;x;x;x;0,7
05.06.2019 13:48:38;A;75;Vorpommern-Greifswald;5563;Z�ssow;13075006;Bandelin;1;1;448;251;56,0;12;710;171;94;67;40;175;17;33;x;x;x;x;x;x;x;x;x;x;0;10;x;x;39;x;x;5;x;x;x;x;27;x;21;x;x;x;x;x;0;x;x;x;11
05.06.2019 13:48:38;P;75;Vorpommern-Greifswald;5563;Z�ssow;13075006;Bandelin;1;1;448;251;56,0;1,7;98,3;24,1;13,2;9,4;5,6;24,6;2,4;4,6;x;x;x;x;x;x;x;x;x;x;0,0;1,4;x;x;5,5;x;x;0,7;x;x;x;x;3,8;x;3,0;x;x;x;x;x;0,0;x;x;x;1,5
05.06.2019 13:48:38;A;75;Vorpommern-Greifswald;5563;Z�ssow;13075040;Gribow;1;1;133;102;76,7;9;294;78;21;37;9;45;11;20;x;x;x;x;x;x;x;x;x;x;1;4;x;x;17;x;x;4;x;x;x;x;19;x;26;x;x;x;x;x;1;x;x;x;1
05.06.2019 13:48:38;P;75;Vorpommern-Greifswald;5563;Z�ssow;13075040;Gribow;1;1;133;102;76,7;3,0;97,0;26,5;7,1;12,6;3,1;15,3;3,7;6,8;x;x;x;x;x;x;x;x;x;x;0,3;1,4;x;x;5,8;x;x;1,4;x;x;x;x;6,5;x;8,8;x;x;x;x;x;0,3;x;x;x;0,3
05.06.2019 13:48:38;A;75;Vorpommern-Greifswald;5563;Z�ssow;13075041;Gro� Kiesow;1;1;1086;605;55,7;57;1662;519;172;167;116;349;75;13;x;x;x;x;x;x;x;x;x;x;19;21;x;x;70;x;x;13;x;x;x;x;78;x;28;x;x;x;x;x;20;x;x;x;2
05.06.2019 13:48:38;P;75;Vorpommern-Greifswald;5563;Z�ssow;13075041;Gro� Kiesow;1;1;1086;605;55,7;3,3;96,7;31,2;10,3;10,0;7,0;21,0;4,5;0,8;x;x;x;x;x;x;x;x;x;x;1,1;1,3;x;x;4,2;x;x;0,8;x;x;x;x;4,7;x;1,7;x;x;x;x;x;1,2;x;x;x;0,1
05.06.2019 13:48:38;A;75;Vorpommern-Greifswald;5563;Z�ssow;13075043;Gro� Polzin;1;1;357;202;56,6;16;561;272;65;23;33;71;4;25;x;x;x;x;x;x;x;x;x;x;1;1;x;x;12;x;x;4;x;x;x;x;41;x;5;x;x;x;x;x;0;x;x;x;4
05.06.2019 13:48:38;P;75;Vorpommern-Greifswald;5563;Z�ssow;13075043;Gro� Polzin;1;1;357;202;56,6;2,8;97,2;48,5;11,6;4,1;5,9;12,7;0,7;4,5;x;x;x;x;x;x;x;x;x;x;0,2;0,2;x;x;2,1;x;x;0,7;x;x;x;x;7,3;x;0,9;x;x;x;x;x;0,0;x;x;x;0,7
05.06.2019 13:48:38;A;75;Vorpommern-Greifswald;5563;Z�ssow;13075044;G�tzkow, Stadt;3;3;2535;1302;51,4;126;3713;1358;431;171;142;510;90;49;x;x;x;x;x;x;x;x;x;x;10;41;x;x;708;x;x;23;x;x;x;x;61;x;102;x;x;x;x;x;0;x;x;x;17
05.06.2019 13:48:38;P;75;Vorpommern-Greifswald;5563;Z�ssow;13075044;G�tzkow, Stadt;3;3;2535;1302;51,4;3,3;96,7;36,6;11,6;4,6;3,8;13,7;2,4;1,3;x;x;x;x;x;x;x;x;x;x;0,3;1,1;x;x;19,1;x;x;0,6;x;x;x;x;1,6;x;2,7;x;x;x;x;x;0,0;x;x;x;0,5
05.06.2019 13:48:38;A;75;Vorpommern-Greifswald;5563;Z�ssow;13075061;Klein B�nzow;1;1;598;334;55,9;6;981;303;109;70;33;152;34;117;x;x;x;x;x;x;x;x;x;x;1;0;x;x;47;x;x;2;x;x;x;x;62;x;35;x;x;x;x;x;4;x;x;x;12
05.06.2019 13:48:38;P;75;Vorpommern-Greifswald;5563;Z�ssow;13075061;Klein B�nzow;1;1;598;334;55,9;0,6;99,4;30,9;11,1;7,1;3,4;15,5;3,5;11,9;x;x;x;x;x;x;x;x;x;x;0,1;0,0;x;x;4,8;x;x;0,2;x;x;x;x;6,3;x;3,6;x;x;x;x;x;0,4;x;x;x;1,2
05.06.2019 13:48:38;A;75;Vorpommern-Greifswald;5563;Z�ssow;13075094;Murchin;1;1;685;413;60,3;14;1188;312;138;104;96;228;35;62;x;x;x;x;x;x;x;x;x;x;2;2;x;x;48;x;x;5;x;x;x;x;104;x;29;x;x;x;x;x;5;x;x;x;18
05.06.2019 13:48:38;P;75;Vorpommern-Greifswald;5563;Z�ssow;13075094;Murchin;1;1;685;413;60,3;1,2;98,8;26,3;11,6;8,8;8,1;19,2;2,9;5,2;x;x;x;x;x;x;x;x;x;x;0,2;0,2;x;x;4,0;x;x;0,4;x;x;x;x;8,8;x;2,4;x;x;x;x;x;0,4;x;x;x;1,5
05.06.2019 13:48:38;A;75;Vorpommern-Greifswald;5563;Z�ssow;13075121;Rubkow;1;1;542;334;61,6;27;967;207;97;67;60;255;43;54;x;x;x;x;x;x;x;x;x;x;0;8;x;x;42;x;x;5;x;x;x;x;97;x;17;x;x;x;x;x;1;x;x;x;14
05.06.2019 13:48:38;P;75;Vorpommern-Greifswald;5563;Z�ssow;13075121;Rubkow;1;1;542;334;61,6;2,7;97,3;21,4;10,0;6,9;6,2;26,4;4,4;5,6;x;x;x;x;x;x;x;x;x;x;0,0;0,8;x;x;4,3;x;x;0,5;x;x;x;x;10,0;x;1,8;x;x;x;x;x;0,1;x;x;x;1,4
05.06.2019 13:48:38;A;75;Vorpommern-Greifswald;5563;Z�ssow;13075125;Schmatzin;1;1;231;155;67,1;15;432;138;37;39;15;82;16;15;x;x;x;x;x;x;x;x;x;x;1;2;x;x;19;x;x;5;x;x;x;x;51;x;8;x;x;x;x;x;0;x;x;x;4
05.06.2019 13:48:38;P;75;Vorpommern-Greifswald;5563;Z�ssow;13075125;Schmatzin;1;1;231;155;67,1;3,4;96,6;31,9;8,6;9,0;3,5;19,0;3,7;3,5;x;x;x;x;x;x;x;x;x;x;0,2;0,5;x;x;4,4;x;x;1,2;x;x;x;x;11,8;x;1,9;x;x;x;x;x;0,0;x;x;x;0,9
05.06.2019 13:48:38;A;75;Vorpommern-Greifswald;5563;Z�ssow;13075145;Wrangelsburg;1;1;180;110;61,1;3;320;98;34;23;25;80;6;15;x;x;x;x;x;x;x;x;x;x;2;3;x;x;3;x;x;3;x;x;x;x;8;x;16;x;x;x;x;x;4;x;x;x;0
05.06.2019 13:48:38;P;75;Vorpommern-Greifswald;5563;Z�ssow;13075145;Wrangelsburg;1;1;180;110;61,1;0,9;99,1;30,6;10,6;7,2;7,8;25,0;1,9;4,7;x;x;x;x;x;x;x;x;x;x;0,6;0,9;x;x;0,9;x;x;0,9;x;x;x;x;2,5;x;5,0;x;x;x;x;x;1,3;x;x;x;0,0
05.06.2019 13:48:38;A;75;Vorpommern-Greifswald;5563;Z�ssow;13075150;Ziethen;1;1;400;296;74,0;45;825;333;57;41;31;122;32;91;x;x;x;x;x;x;x;x;x;x;1;1;x;x;19;x;x;1;x;x;x;x;63;x;24;x;x;x;x;x;0;x;x;x;9
05.06.2019 13:48:38;P;75;Vorpommern-Greifswald;5563;Z�ssow;13075150;Ziethen;1;1;400;296;74,0;5,2;94,8;40,4;6,9;5,0;3,8;14,8;3,9;11,0;x;x;x;x;x;x;x;x;x;x;0,1;0,1;x;x;2,3;x;x;0,1;x;x;x;x;7,6;x;2,9;x;x;x;x;x;0,0;x;x;x;1,1
05.06.2019 13:48:38;A;75;Vorpommern-Greifswald;5563;Z�ssow;13075154;Z�ssow;1;1;1161;601;51,8;48;1726;629;204;134;96;313;42;33;x;x;x;x;x;x;x;x;x;x;6;29;x;x;50;x;x;10;x;x;x;x;94;x;45;x;x;x;x;x;28;x;x;x;13
05.06.2019 13:48:38;P;75;Vorpommern-Greifswald;5563;Z�ssow;13075154;Z�ssow;1;1;1161;601;51,8;2,7;97,3;36,4;11,8;7,8;5,6;18,1;2,4;1,9;x;x;x;x;x;x;x;x;x;x;0,3;1,7;x;x;2,9;x;x;0,6;x;x;x;x;5,4;x;2,6;x;x;x;x;x;1,6;x;x;x;0,8
05.06.2019 13:48:38;A;75;Vorpommern-Greifswald;5563;Z�ssow;13075156;Karlsburg;2;2;1539;932;60,6;75;2664;712;277;144;129;515;125;61;x;x;x;x;x;x;x;x;x;x;5;38;x;x;55;x;x;7;x;x;x;x;106;x;85;x;x;x;x;x;357;x;x;x;48
05.06.2019 13:48:38;P;75;Vorpommern-Greifswald;5563;Z�ssow;13075156;Karlsburg;2;2;1539;932;60,6;2,7;97,3;26,7;10,4;5,4;4,8;19,3;4,7;2,3;x;x;x;x;x;x;x;x;x;x;0,2;1,4;x;x;2,1;x;x;0,3;x;x;x;x;4,0;x;3,2;x;x;x;x;x;13,4;x;x;x;1,8
