Ausgabe;Kreis;Kreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;erf. Wahlbezirke;Wahlberechtigte;Waehler;Wahlbeteiligung;ungueltige Stimmen;gueltige Stimmen;CDU;DIE LINKE;SPD;FDP;GRÜNE;NPD;DIE GRAUEN;REP;Adomeit;AWK;"BfL";RP;Agrarb�ndnis;AfR;APD;AUFBRUCH 09;AUF;Bauernverband;Bv;BBLR;BFR;BsG;BfB;BfS;BB UER;BfP;BG;FORUM;Freie  W�hler;Freie W�hler;FWG;FWG Niepars;F�R Rostock - pro OB;Haus und Grund Rostock;IfA;MUG;Rostocker Bund;SAV;UB;UBL 94;UWG;WG Bv-L�ndlicher Raum;Bauern;WG;WGW;WIK;WGK;KL;WGLR;WPL;WG Prohn;WG SVS 93;WIP;Einzelbewerber;
A;60;Parchim;6024;Parchimer Umland;13060074;Stolpe;1;1;334;197;59,0;24;565;267;74;111;48;30;12;x;x;x;x;x;x;22;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1;
P;60;Parchim;6024;Parchimer Umland;13060074;Stolpe;1;1;334;197;59,0;4,1;95,9;47,3;13,1;19,6;8,5;5,3;2,1;x;x;x;x;x;x;3,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,2;
A;60;Parchim;6024;Parchimer Umland;13060091;Ziegendorf;1;1;578;262;45,3;89;671;279;100;117;36;62;32;x;x;x;x;x;x;38;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;7;
P;60;Parchim;6024;Parchimer Umland;13060091;Ziegendorf;1;1;578;262;45,3;11,7;88,3;41,6;14,9;17,4;5,4;9,2;4,8;x;x;x;x;x;x;5,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,0;
A;60;Parchim;6024;Parchimer Umland;13060092;Z�lkow;1;1;517;303;58,6;13;817;302;134;194;66;42;38;x;x;x;x;x;x;26;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;15;
P;60;Parchim;6024;Parchimer Umland;13060092;Z�lkow;1;1;517;303;58,6;1,6;98,4;37,0;16,4;23,7;8,1;5,1;4,7;x;x;x;x;x;x;3,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,8;
A;60;Parchim;6024;Parchimer Umland;13060098;Lewitzrand;3;3;1326;768;57,9;144;2142;692;473;423;155;226;106;x;x;x;x;x;x;32;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;35;
P;60;Parchim;6024;Parchimer Umland;13060098;Lewitzrand;3;3;1326;768;57,9;6,3;93,7;32,3;22,1;19,7;7,2;10,6;4,9;x;x;x;x;x;x;1,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,6;
A;60;Parchim;6025;Plau am See;13060020;Ganzlin;1;1;497;259;52,1;9;739;357;205;64;85;17;8;x;x;x;x;x;x;3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;
P;60;Parchim;6025;Plau am See;13060020;Ganzlin;1;1;497;259;52,1;1,2;98,8;48,3;27,7;8,7;11,5;2,3;1,1;x;x;x;x;x;x;0,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;
A;60;Parchim;6025;Plau am See;13060037;Karow;1;1;695;410;59,0;24;1140;331;428;216;72;20;53;x;x;x;x;x;x;9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;11;
P;60;Parchim;6025;Plau am See;13060037;Karow;1;1;695;410;59,0;2,1;97,9;29,0;37,5;18,9;6,3;1,8;4,6;x;x;x;x;x;x;0,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,0;
A;60;Parchim;6025;Plau am See;13060061;Plau am See, Stadt;7;7;4931;2228;45,2;177;6361;2087;2352;1086;464;172;161;x;x;x;x;x;x;20;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;19;
P;60;Parchim;6025;Plau am See;13060061;Plau am See, Stadt;7;7;4931;2228;45,2;2,7;97,3;32,8;37,0;17,1;7,3;2,7;2,5;x;x;x;x;x;x;0,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,3;
A;60;Parchim;6025;Plau am See;13060083;Wendisch Priborn;1;1;385;196;50,9;69;519;294;67;69;20;17;38;x;x;x;x;x;x;5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;9;
P;60;Parchim;6025;Plau am See;13060083;Wendisch Priborn;1;1;385;196;50,9;11,7;88,3;56,6;12,9;13,3;3,9;3,3;7,3;x;x;x;x;x;x;1,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,7;
A;60;Parchim;6025;Plau am See;13060094;Barkhagen;2;2;536;274;51,1;24;785;313;200;154;46;24;30;x;x;x;x;x;x;17;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1;
P;60;Parchim;6025;Plau am See;13060094;Barkhagen;2;2;536;274;51,1;3,0;97,0;39,9;25,5;19,6;5,9;3,1;3,8;x;x;x;x;x;x;2,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,1;
A;60;Parchim;6025;Plau am See;13060095;Buchberg;1;1;510;200;39,2;20;580;265;86;78;38;60;37;x;x;x;x;x;x;4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;12;
P;60;Parchim;6025;Plau am See;13060095;Buchberg;1;1;510;200;39,2;3,3;96,7;45,7;14,8;13,4;6,6;10,3;6,4;x;x;x;x;x;x;0,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,1;
A;60;Parchim;6026;Goldberg-Mildenitz;13060014;Diestelow;1;1;432;197;45,6;33;552;246;112;108;39;18;17;x;x;x;x;x;x;7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;5;
P;60;Parchim;6026;Goldberg-Mildenitz;13060014;Diestelow;1;1;432;197;45,6;5,6;94,4;44,6;20,3;19,6;7,1;3,3;3,1;x;x;x;x;x;x;1,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,9;
A;60;Parchim;6026;Goldberg-Mildenitz;13060015;Dobbertin;1;1;1101;438;39,8;72;1219;458;251;191;95;138;46;x;x;x;x;x;x;4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;36;
P;60;Parchim;6026;Goldberg-Mildenitz;13060015;Dobbertin;1;1;1101;438;39,8;5,6;94,4;37,6;20,6;15,7;7,8;11,3;3,8;x;x;x;x;x;x;0,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3,0;
A;60;Parchim;6026;Goldberg-Mildenitz;13060026;Goldberg, Stadt;3;3;2943;1123;38,2;75;3226;1215;594;426;535;141;96;x;x;x;x;x;x;5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;214;
P;60;Parchim;6026;Goldberg-Mildenitz;13060026;Goldberg, Stadt;3;3;2943;1123;38,2;2,3;97,7;37,7;18,4;13,2;16,6;4,4;3,0;x;x;x;x;x;x;0,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;6,6;
A;60;Parchim;6026;Goldberg-Mildenitz;13060053;Mestlin;1;1;726;387;53,3;54;1091;299;250;339;53;58;58;x;x;x;x;x;x;22;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;12;
P;60;Parchim;6026;Goldberg-Mildenitz;13060053;Mestlin;1;1;726;387;53,3;4,7;95,3;27,4;22,9;31,1;4,9;5,3;5,3;x;x;x;x;x;x;2,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,1;
A;60;Parchim;6026;Goldberg-Mildenitz;13060055;Neu Poserin;1;1;495;313;63,2;36;890;337;255;165;28;43;34;x;x;x;x;x;x;12;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;16;
P;60;Parchim;6026;Goldberg-Mildenitz;13060055;Neu Poserin;1;1;495;313;63,2;3,9;96,1;37,9;28,7;18,5;3,1;4,8;3,8;x;x;x;x;x;x;1,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,8;
A;60;Parchim;6026;Goldberg-Mildenitz;13060084;Wendisch Waren;1;1;326;167;51,2;30;464;175;127;71;33;20;19;x;x;x;x;x;x;12;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;7;
P;60;Parchim;6026;Goldberg-Mildenitz;13060084;Wendisch Waren;1;1;326;167;51,2;6,1;93,9;37,7;27,4;15,3;7,1;4,3;4,1;x;x;x;x;x;x;2,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,5;
A;60;Parchim;6026;Goldberg-Mildenitz;13060099;Techentin;2;2;640;333;52,0;39;946;408;259;106;51;60;20;x;x;x;x;x;x;25;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;17;
P;60;Parchim;6026;Goldberg-Mildenitz;13060099;Techentin;2;2;640;333;52,0;4,0;96,0;43,1;27,4;11,2;5,4;6,3;2,1;x;x;x;x;x;x;2,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,8;
A;61;R�gen;6102;Binz;13061005;Binz;5;5;4674;2016;43,1;180;5742;1947;1799;583;810;139;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;431;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;33;
P;61;R�gen;6102;Binz;13061005;Binz;5;5;4674;2016;43,1;3,0;97,0;33,9;31,3;10,2;14,1;2,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;7,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,6;
A;61;R�gen;6103;Putbus, Stadt;13061028;Putbus, Stadt;5;5;3960;1766;44,6;173;5031;2066;961;482;647;266;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;596;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;13;
P;61;R�gen;6103;Putbus, Stadt;13061028;Putbus, Stadt;5;5;3960;1766;44,6;3,3;96,7;41,1;19,1;9,6;12,9;5,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;11,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,3;
A;61;R�gen;6104;Sassnitz, Stadt;13061035;Sassnitz, Stadt;7;7;9135;3867;42,3;276;11062;2833;4929;896;1696;169;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;500;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;39;
P;61;R�gen;6104;Sassnitz, Stadt;13061035;Sassnitz, Stadt;7;7;9135;3867;42,3;2,4;97,6;25,6;44,6;8,1;15,3;1,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,4;
A;61;R�gen;6115;M�nchgut-Granitz;13061003;Baabe;1;1;817;438;53,6;51;1247;506;175;128;193;128;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;107;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;10;
P;61;R�gen;6115;M�nchgut-Granitz;13061003;Baabe;1;1;817;438;53,6;3,9;96,1;40,6;14,0;10,3;15,5;10,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;8,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,8;
A;61;R�gen;6115;M�nchgut-Granitz;13061010;Gager;1;1;363;217;59,8;4;627;318;72;56;94;61;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;26;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;
P;61;R�gen;6115;M�nchgut-Granitz;13061010;Gager;1;1;363;217;59,8;0,6;99,4;50,7;11,5;8,9;15,0;9,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;
A;61;R�gen;6115;M�nchgut-Granitz;13061014;G�hren;1;1;1091;569;52,2;60;1624;805;226;149;174;148;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;120;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2;
P;61;R�gen;6115;M�nchgut-Granitz;13061014;G�hren;1;1;1091;569;52,2;3,6;96,4;49,6;13,9;9,2;10,7;9,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;7,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,1;
A;61;R�gen;6115;M�nchgut-Granitz;13061020;Lancken-Granitz;1;1;349;168;48,1;24;472;122;90;40;126;55;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;38;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1;
P;61;R�gen;6115;M�nchgut-Granitz;13061020;Lancken-Granitz;1;1;349;168;48,1;4,8;95,2;25,8;19,1;8,5;26,7;11,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;8,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,2;
A;61;R�gen;6115;M�nchgut-Granitz;13061023;Middelhagen;1;1;491;370;75,4;72;1038;477;185;67;159;101;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;42;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;7;
P;61;R�gen;6115;M�nchgut-Granitz;13061023;Middelhagen;1;1;491;370;75,4;6,5;93,5;46,0;17,8;6,5;15,3;9,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,7;
A;61;R�gen;6115;M�nchgut-Granitz;13061038;Sellin;2;2;2002;838;41,9;120;2254;480;487;166;878;107;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;108;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;28;
P;61;R�gen;6115;M�nchgut-Granitz;13061038;Sellin;2;2;2002;838;41,9;5,1;94,9;21,3;21,6;7,4;39,0;4,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,2;
A;61;R�gen;6115;M�nchgut-Granitz;13061040;Thiessow;1;1;363;231;63,6;9;636;186;71;43;67;232;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;36;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1;
P;61;R�gen;6115;M�nchgut-Granitz;13061040;Thiessow;1;1;363;231;63,6;1,4;98,6;29,2;11,2;6,8;10,5;36,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;5,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,2;
A;61;R�gen;6115;M�nchgut-Granitz;13061044;Zirkow;1;1;602;343;57,0;51;962;364;113;69;119;25;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;267;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;5;
P;61;R�gen;6115;M�nchgut-Granitz;13061044;Zirkow;1;1;602;343;57,0;5,0;95,0;37,8;11,7;7,2;12,4;2,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;27,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,5;
A;61;R�gen;6118;Nord-R�gen;13061002;Altenkirchen;1;1;924;353;38,2;66;977;212;141;75;119;21;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;407;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2;
P;61;R�gen;6118;Nord-R�gen;13061002;Altenkirchen;1;1;924;353;38,2;6,3;93,7;21,7;14,4;7,7;12,2;2,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;41,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,2;
A;61;R�gen;6118;Nord-R�gen;13061006;Breege;1;1;576;312;54,2;69;845;278;203;74;141;29;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;116;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4;
P;61;R�gen;6118;Nord-R�gen;13061006;Breege;1;1;576;312;54,2;7,5;92,5;32,9;24,0;8,8;16,7;3,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;13,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,5;
A;61;R�gen;6118;Nord-R�gen;13061008;Dranske;1;1;1145;767;67,0;54;2233;357;319;147;1270;15;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;121;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4;
P;61;R�gen;6118;Nord-R�gen;13061008;Dranske;1;1;1145;767;67,0;2,4;97,6;16,0;14,3;6,6;56,9;0,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;5,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,2;
A;61;R�gen;6118;Nord-R�gen;13061013;Glowe;1;1;920;554;60,2;72;1546;325;328;278;236;48;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;323;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;8;
P;61;R�gen;6118;Nord-R�gen;13061013;Glowe;1;1;920;554;60,2;4,4;95,6;21,0;21,2;18,0;15,3;3,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;20,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,5;
A;61;R�gen;6118;Nord-R�gen;13061022;Lohme;1;1;450;312;69,3;39;889;416;247;69;57;30;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;60;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;10;
P;61;R�gen;6118;Nord-R�gen;13061022;Lohme;1;1;450;312;69,3;4,2;95,8;46,8;27,8;7,8;6,4;3,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;6,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,1;
A;61;R�gen;6118;Nord-R�gen;13061029;Putgarten;1;1;213;189;88,7;42;503;119;49;23;61;19;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;232;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;
P;61;R�gen;6118;Nord-R�gen;13061029;Putgarten;1;1;213;189;88,7;7,7;92,3;23,7;9,7;4,6;12,1;3,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;46,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;
A;61;R�gen;6118;Nord-R�gen;13061033;Sagard;2;2;2230;825;37,0;48;2374;678;659;223;152;34;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;622;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;6;
P;61;R�gen;6118;Nord-R�gen;13061033;Sagard;2;2;2230;825;37,0;2,0;98,0;28,6;27,8;9,4;6,4;1,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;26,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,3;
A;61;R�gen;6118;Nord-R�gen;13061043;Wiek;1;1;1085;493;45,4;51;1407;508;191;84;245;8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;369;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2;
P;61;R�gen;6118;Nord-R�gen;13061043;Wiek;1;1;1085;493;45,4;3,5;96,5;36,1;13,6;6,0;17,4;0,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;26,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,1;
A;61;R�gen;6119;West-R�gen;13061001;Altef�hr;1;1;1085;649;59,8;21;1849;525;240;502;146;35;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;386;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;15;
P;61;R�gen;6119;West-R�gen;13061001;Altef�hr;1;1;1085;649;59,8;1,1;98,9;28,4;13,0;27,1;7,9;1,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;20,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,8;
A;61;R�gen;6119;West-R�gen;13061009;Dreschvitz;1;1;672;308;45,8;6;890;179;130;51;369;22;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;117;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;22;
P;61;R�gen;6119;West-R�gen;13061009;Dreschvitz;1;1;672;308;45,8;0,7;99,3;20,1;14,6;5,7;41,5;2,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;13,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,5;
A;61;R�gen;6119;West-R�gen;13061012;Gingst;1;1;1261;445;35,3;90;1221;409;224;82;343;28;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;125;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;10;
P;61;R�gen;6119;West-R�gen;13061012;Gingst;1;1;1261;445;35,3;6,9;93,1;33,5;18,3;6,7;28,1;2,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;10,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,8;
A;61;R�gen;6119;West-R�gen;13061017;Insel Hiddensee;1;1;935;552;59,0;117;1524;726;218;160;271;83;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;56;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;10;
P;61;R�gen;6119;West-R�gen;13061017;Insel Hiddensee;1;1;935;552;59,0;7,1;92,9;47,6;14,3;10,5;17,8;5,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,7;
A;61;R�gen;6119;West-R�gen;13061019;Kluis;1;1;345;183;53,0;36;490;143;108;31;93;12;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;98;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;5;
