Wahlkreis,Gemeindenummer,Gemeindename,A1,A2,A3,A,B,B1,D,Stimmen gesamt,CDU,SPD,PDS,FDP,C5,C6,C7,C8,GRÜNE,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49
58,13058033,Gramkow,755,31,0,786,520,29,157,1403,622,452,181,33,x,x,x,x,42,x,x,x,x,x,x,x,70,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,3,x,x,x,x,x,x,x
58,13058034,"Grevesmühlen, Stadt",9029,379,0,9408,3807,354,440,10981,3994,3952,2442,136,x,x,x,x,86,x,x,x,x,x,x,x,306,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,14,x,x,51,x,x,x,x
58,13058035,Grieben,131,3,0,134,81,2,24,219,113,40,28,16,x,x,x,x,3,x,x,x,x,x,x,x,18,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,x,x,x,x
58,13058036,Groß Krankow,528,10,0,538,338,10,81,933,428,220,175,38,x,x,x,x,17,x,x,x,x,x,x,x,54,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,x,x,x,x,x,x,x
58,13058037,Groß Labenz,263,10,0,273,195,10,56,529,217,80,222,2,x,x,x,x,1,x,x,x,x,x,x,x,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,x,x,x,x,x,x,x
58,13058038,Groß Molzahn,268,3,0,271,210,2,50,580,235,140,96,8,x,x,x,x,4,x,x,x,x,x,x,x,97,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
58,13058039,Groß Rünz,178,14,0,192,139,10,26,391,133,116,27,13,x,x,x,x,7,x,x,x,x,x,x,x,90,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,4,1,x,x,x,x
58,13058041,Groß Siemz,249,3,0,252,75,3,1,224,114,18,26,18,x,x,x,x,13,x,x,x,x,x,x,x,33,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,2,x,x,x,x
58,13058042,Groß Stieten,712,10,0,722,318,5,43,911,283,313,195,25,x,x,x,x,8,x,x,x,x,x,x,x,83,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,4,x,x,x,x,x,x,x
58,13058043,Groß Walmstorf,380,11,0,391,229,0,63,624,245,212,129,11,x,x,x,x,4,x,x,x,x,x,x,x,19,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,x,x,3,x,x,x,x
58,13058044,Hagebök,456,12,0,468,278,12,76,758,180,244,198,46,x,x,x,x,10,x,x,x,x,x,x,x,76,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,4,x,x,x,x,x,x,x
58,13058045,Hanshagen,336,11,0,347,197,6,52,539,246,143,39,21,x,x,x,x,6,x,x,x,x,x,x,x,81,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,x,x,2,x,x,x,x
58,13058046,Harkensee,228,10,0,238,181,6,46,497,136,195,79,45,x,x,x,x,9,x,x,x,x,x,x,x,32,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,x,x,x,x
58,13058047,Hohen Viecheln,529,19,0,548,312,18,41,895,392,215,128,115,x,x,x,x,22,x,x,x,x,x,x,x,23,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
58,13058048,Holdorf,292,6,0,298,177,6,45,486,158,134,111,21,x,x,x,x,8,x,x,x,x,x,x,x,37,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,17,x,x,x,x,x
58,13058049,Hornstorf,758,17,0,775,346,15,48,990,464,205,202,25,x,x,x,x,12,x,x,x,x,x,x,x,81,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,x,x,x,x,x,x,x
58,13058050,Insel Poel,2244,110,0,2354,1106,87,161,3157,1608,802,553,49,x,x,x,x,41,x,x,x,x,x,x,x,99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,5,x,x,x,x,x,x,x
58,13058051,Jesendorf,391,7,0,398,292,5,61,815,304,130,345,10,x,x,x,x,6,x,x,x,x,x,x,x,20,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
58,13058052,Kalkhorst,995,26,0,1021,443,24,57,1272,399,473,251,57,x,x,x,x,40,x,x,x,x,x,x,x,46,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,2,x,x,4,x,x,x,x
58,13058053,Klein Trebbow,461,23,0,484,311,21,84,849,258,152,249,76,x,x,x,x,32,x,x,x,x,x,x,x,73,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,6,3,x,x,x,x,x,x
58,13058054,"Klütz, Stadt",2472,173,0,2645,1242,160,286,3440,1261,1163,633,87,x,x,x,x,26,x,x,x,x,x,x,x,252,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,7,0,x,11,x,x,x,x
58,13058055,Kneese,271,1,0,272,185,1,30,525,196,110,197,2,x,x,x,x,2,x,x,x,x,x,x,x,18,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
58,13058056,Köchelstorf bei Rehna,333,6,0,339,163,6,47,442,233,96,66,4,x,x,x,x,3,x,x,x,x,x,x,x,31,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,9,x,x,x,x
58,13058057,Krassow,277,7,0,284,151,6,60,393,193,107,75,4,x,x,x,x,0,x,x,x,x,x,x,x,14,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
58,13058058,Krembz,754,11,0,765,413,10,79,1160,502,232,286,18,x,x,x,x,13,x,x,x,x,x,x,x,65,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,6,x,38,x,x,x,x,x
58,13058059,Krusenhagen,391,13,0,404,244,12,18,714,277,146,198,35,x,x,x,x,19,x,x,x,x,x,x,x,39,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
58,13058060,Lockwisch,255,0,0,255,181,3,47,496,170,105,89,26,x,x,x,x,38,x,x,x,x,x,x,x,60,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,3,x,x,5,x,x,x,x
58,13058061,Löwitz,143,1,0,144,108,1,26,298,154,61,53,8,x,x,x,x,1,x,x,x,x,x,x,x,17,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,3,x,x,x,x
58,13058062,Lübberstorf,222,4,0,226,147,4,31,410,229,76,40,19,x,x,x,x,16,x,x,x,x,x,x,x,30,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
58,13058063,Lübow,1124,38,0,1162,672,21,83,1933,880,511,347,48,x,x,x,x,34,x,x,x,x,x,x,x,108,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,5,x,x,x,x,x,x,x
58,13058064,Lübstorf,1182,73,0,1255,810,69,124,2306,736,611,407,161,x,x,x,x,62,x,x,x,x,x,x,x,286,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,10,33,x,x,x,x,x,x
58,13058065,Lüdersdorf,2813,92,0,2905,1432,84,276,4020,1274,986,809,183,x,x,x,x,126,x,x,x,x,x,x,x,408,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,16,x,10,208,x,x,x,x
58,13058066,Lützow,1212,84,0,1296,766,81,114,2184,875,296,377,34,x,x,x,x,31,x,x,x,x,x,x,x,528,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,11,32,x,x,x,x,x,x
58,13058067,Mallentin,661,8,0,669,260,7,37,743,345,187,144,23,x,x,x,x,6,x,x,x,x,x,x,x,35,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,3,x,x,x,x
58,13058068,Menzendorf,210,6,0,216,159,6,28,449,228,96,44,35,x,x,x,x,11,x,x,x,x,x,x,x,31,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,3,x,x,x,x
58,13058069,Metelsdorf,291,3,0,294,164,3,18,474,240,139,49,10,x,x,x,x,6,x,x,x,x,x,x,x,30,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
58,13058071,Mühlen Eichsen,738,29,0,767,481,28,116,1327,434,303,282,24,x,x,x,x,33,x,x,x,x,x,x,x,220,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,2,x,29,x,x,x,x,x
58,13058072,Nesow,197,9,0,206,117,6,46,305,148,67,61,7,x,x,x,x,8,x,x,x,x,x,x,x,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,9,3,x,x,x,x
58,13058073,Neuburg-Steinhausen,1344,55,0,1399,699,53,184,1913,543,499,344,248,x,x,x,x,15,x,x,x,x,x,x,x,261,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,3,x,x,x,x,x,x,x
58,13058074,"Neukloster, Stadt",3469,166,0,3635,1449,158,237,4110,2235,976,561,88,x,x,x,x,78,x,x,x,x,x,x,x,172,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
58,13058075,Niendorf,225,5,0,230,116,5,24,324,200,44,29,33,x,x,x,x,2,x,x,x,x,x,x,x,13,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,3,x,x,x,x
58,13058076,Papenhusen,267,6,0,273,126,6,20,358,144,78,50,35,x,x,x,x,11,x,x,x,x,x,x,x,31,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,3,6,x,x,x,x
58,13058078,Passee,183,10,0,193,157,10,41,430,137,252,34,3,x,x,x,x,1,x,x,x,x,x,x,x,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,x,x,x,x,x,x,x
58,13058079,Perlin,340,5,0,345,181,3,25,518,244,100,114,19,x,x,x,x,3,x,x,x,x,x,x,x,31,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,6,x,x,x,x,x,x
58,13058080,Pingelshagen,458,46,0,504,393,44,58,1121,509,211,249,47,x,x,x,x,31,x,x,x,x,x,x,x,52,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,3,19,x,x,x,x,x,x
58,13058081,Plüschow,431,26,0,457,259,23,53,724,205,169,313,16,x,x,x,x,5,x,x,x,x,x,x,x,16,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,x,x,x,x
58,13058082,Pokrent,603,26,0,629,404,23,93,1119,524,204,188,34,x,x,x,x,24,x,x,x,x,x,x,x,115,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,13,17,x,x,x,x,x,x
58,13058083,Pötenitz,319,25,0,344,226,24,30,648,206,205,83,25,x,x,x,x,4,x,x,x,x,x,x,x,118,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,x,x,4,3,x,x,x
58,13058084,"Rehna, Stadt",2077,155,0,2232,1233,151,298,3401,1215,1100,646,131,x,x,x,x,49,x,x,x,x,x,x,x,162,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,16,x,69,13,x,x,x,x
58,13058085,Renzow,344,19,0,363,245,19,86,649,262,147,109,9,x,x,x,x,16,x,x,x,x,x,x,x,96,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,4,6,x,x,x,x,x,x
58,13058086,Rieps,261,7,0,268,180,7,35,505,251,86,69,10,x,x,x,x,11,x,x,x,x,x,x,x,67,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,x,8,2,x,x,x,x
58,13058087,Roduchelstorf,215,5,0,220,154,5,29,433,210,93,35,29,x,x,x,x,1,x,x,x,x,x,x,x,64,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,x,x,x,x,x,x,x
58,13058088,Roggendorf,806,26,0,832,520,22,117,1443,512,191,401,10,x,x,x,x,5,x,x,x,x,x,x,x,311,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,13,x,x,x,x,x
58,13058089,Roggenstorf,374,8,0,382,228,8,35,649,297,213,75,25,x,x,x,x,2,x,x,x,x,x,x,x,33,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,3,x,x,1,x,x,x,x
58,13058090,Rögnitz,180,3,0,183,92,2,26,250,98,59,48,14,x,x,x,x,10,x,x,x,x,x,x,x,16,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,x,4,x,x,x,x,x
58,13058091,Rüting,472,15,0,487,274,13,50,772,340,257,91,20,x,x,x,x,6,x,x,x,x,x,x,x,52,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,6,x,x,x,x
58,13058092,Schimm,253,4,0,257,150,3,17,433,188,131,60,7,x,x,x,x,13,x,x,x,x,x,x,x,32,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,2,x,x,x,x,x,x,x
58,13058093,Schlagsdorf,747,15,0,762,504,15,124,1388,535,284,252,17,x,x,x,x,26,x,x,x,x,x,x,x,248,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,x,12,14,x,x,x,x
58,13058094,"Schönberg, Stadt",3465,107,0,3572,1513,95,166,4373,1264,1056,1047,604,x,x,x,x,73,x,x,x,x,x,x,x,286,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,7,x,x,24,12,x,x,x
58,13058095,Seehof,723,71,0,794,552,64,105,1551,545,488,256,98,x,x,x,x,61,x,x,x,x,x,x,x,71,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,5,27,x,x,x,x,x,x
58,13058096,Selmsdorf,1462,36,0,1498,871,35,238,2375,748,878,384,144,x,x,x,x,24,x,x,x,x,x,x,x,117,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,7,x,x,25,48,x,x,x
58,13058098,Testorf-Steinfort,571,4,0,575,324,3,94,878,350,322,115,20,x,x,x,x,22,x,x,x,x,x,x,x,47,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,x,x,1,x,x,x,x
58,13058099,Thandorf,122,7,0,129,109,7,15,312,144,46,48,4,x,x,x,x,8,x,x,x,x,x,x,x,46,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,12,4,x,x,x,x
58,13058100,Upahl,578,13,0,591,323,13,103,866,417,312,78,16,x,x,x,x,2,x,x,x,x,x,x,x,41,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
58,13058101,Utecht,163,7,0,170,144,7,17,415,178,75,87,5,x,x,x,x,27,x,x,x,x,x,x,x,35,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,x,4,3,x,x,x,x
58,13058102,Veelböken,625,72,0,697,426,69,64,1214,270,265,165,65,x,x,x,x,9,x,x,x,x,x,x,x,281,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,4,x,155,x,x,x,x,x
58,13058103,Ventschow,717,9,0,726,405,9,103,1112,428,107,525,10,x,x,x,x,1,x,x,x,x,x,x,x,41,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
58,13058104,Vitense,242,6,0,248,187,5,51,510,229,146,56,10,x,x,x,x,13,x,x,x,x,x,x,x,54,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,1,x,x,x,x
58,13058105,"Warin, Stadt",2878,211,0,3089,1776,745,302,5026,2147,1093,1687,37,x,x,x,x,28,x,x,x,x,x,x,x,23,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,11,x,x,x,x,x,x,x
58,13058106,Warnow,491,22,0,513,282,21,52,794,316,310,97,17,x,x,x,x,12,x,x,x,x,x,x,x,39,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,3,x,x,x,x
58,13058107,Wedendorf,243,1,0,244,173,1,20,499,190,107,134,21,x,x,x,x,13,x,x,x,x,x,x,x,18,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,13,3,x,x,x,x
58,13058108,Zickhusen,404,27,0,431,284,25,39,813,264,153,127,40,x,x,x,x,39,x,x,x,x,x,x,x,187,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,3,x,x,x,x,x,x
58,13058109,Zierow,518,37,0,555,417,35,100,1151,463,259,183,15,x,x,x,x,15,x,x,x,x,x,x,x,216,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
58,13058110,Zurow,750,16,0,766,384,16,92,1060,389,402,138,18,x,x,x,x,45,x,x,x,x,x,x,x,68,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
58,13058111,Züsow,323,5,0,328,195,5,34,551,237,171,71,11,x,x,x,x,6,x,x,x,x,x,x,x,55,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
58,13058112,Moor-Rolofshagen,416,6,0,422,219,5,50,607,325,154,80,19,x,x,x,x,8,x,x,x,x,x,x,x,17,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,4,x,x,x,x
59,13059001,Ahlbeck,2980,122,0,3102,1400,113,267,3933,2051,985,564,81,x,x,x,x,x,x,x,x,x,x,x,124,x,x,x,x,x,x,x,x,37,x,x,x,x,x,1,x,x,x,x,x,x,x,x,x,x,90,x,x,x,x,x,x,x
59,13059002,"Anklam, Stadt",12608,861,0,13469,5643,817,911,16018,6724,3739,3766,270,x,x,x,x,x,x,x,x,x,x,x,277,x,x,x,x,x,x,x,x,1187,x,x,x,x,x,19,x,x,x,x,x,x,x,x,x,x,36,x,x,x,x,x,x,x
59,13059003,Bandelin,690,12,0,702,387,11,126,1035,481,111,145,44,x,x,x,x,x,x,x,x,x,x,x,238,x,x,x,x,x,x,x,x,4,x,x,x,x,x,4,x,x,x,x,x,x,x,x,x,x,8,x,x,x,x,x,x,x
59,13059004,Bansin,1895,106,0,2001,1241,72,423,3300,1556,1036,474,63,x,x,x,x,x,x,x,x,x,x,x,64,x,x,x,x,x,x,x,x,42,x,x,x,x,x,2,x,x,x,x,x,x,x,x,x,x,63,x,x,x,x,x,x,x
59,13059005,Bargischow,322,6,0,328,167,6,44,457,246,87,85,21,x,x,x,x,x,x,x,x,x,x,x,5,x,x,x,x,x,x,x,x,6,x,x,x,x,x,2,x,x,x,x,x,x,x,x,x,x,5,x,x,x,x,x,x,x
59,13059006,Behrenhoff,439,8,0,447,268,7,75,729,323,157,129,28,x,x,x,x,x,x,x,x,x,x,x,71,x,x,x,x,x,x,x,x,11,x,x,x,x,x,10,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
59,13059007,Benz,479,6,0,485,312,6,145,791,503,120,117,9,x,x,x,x,x,x,x,x,x,x,x,31,x,x,x,x,x,x,x,x,6,x,x,x,x,x,3,x,x,x,x,x,x,x,x,x,x,2,x,x,x,x,x,x,x
59,13059008,Blesewitz,233,11,0,244,132,10,33,363,171,87,66,4,x,x,x,x,x,x,x,x,x,x,x,25,x,x,x,x,x,x,x,x,6,x,x,x,x,x,0,x,x,x,x,x,x,x,x,x,x,4,x,x,x,x,x,x,x
59,13059009,Boldekow,526,27,0,553,421,0,138,1125,635,195,214,17,x,x,x,x,x,x,x,x,x,x,x,44,x,x,x,x,x,x,x,x,18,x,x,x,x,x,1,x,x,x,x,x,x,x,x,x,x,1,x,x,x,x,x,x,x
59,13059010,Breechen,187,3,0,190,126,3,40,338,179,37,57,13,x,x,x,x,x,x,x,x,x,x,x,47,x,x,x,x,x,x,x,x,4,x,x,x,x,x,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
59,13059011,Brünzow,552,16,0,568,343,16,74,955,560,132,142,39,x,x,x,x,x,x,x,x,x,x,x,79,x,x,x,x,x,x,x,x,3,x,x,x,x,x,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
59,13059012,Buddenhagen,397,9,0,406,251,6,57,696,277,163,193,21,x,x,x,x,x,x,x,x,x,x,x,9,x,x,x,x,x,x,x,x,16,x,x,x,x,x,11,x,x,x,x,x,x,x,x,x,x,6,x,x,x,x,x,x,x
59,13059013,Bugewitz,271,9,0,280,210,9,56,574,221,255,65,11,x,x,x,x,x,x,x,x,x,x,x,4,x,x,x,x,x,x,x,x,18,x,x,x,x,x,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
59,13059014,Buggenhagen,207,7,0,214,144,4,16,416,145,76,171,7,x,x,x,x,x,x,x,x,x,x,x,2,x,x,x,x,x,x,x,x,14,x,x,x,x,x,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
59,13059015,Butzow,368,11,0,379,255,10,39,726,355,116,112,18,x,x,x,x,x,x,x,x,x,x,x,98,x,x,x,x,x,x,x,x,26,x,x,x,x,x,0,x,x,x,x,x,x,x,x,x,x,1,x,x,x,x,x,x,x
59,13059016,Dargelin,319,9,0,328,164,9,35,457,172,122,106,12,x,x,x,x,x,x,x,x,x,x,x,31,x,x,x,x,x,x,x,x,6,x,x,x,x,x,8,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
59,13059017,Dargen,463,8,0,471,233,6,70,629,247,79,70,15,x,x,x,x,x,x,x,x,x,x,x,216,x,x,x,x,x,x,x,x,0,x,x,x,x,x,1,x,x,x,x,x,x,x,x,x,x,1,x,x,x,x,x,x,x
59,13059018,Dersekow,828,26,0,854,478,24,115,1319,617,271,251,52,x,x,x,x,x,x,x,x,x,x,x,93,x,x,x,x,x,x,x,x,23,x,x,x,x,x,12,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
59,13059019,Diedrichshagen,264,14,0,278,211,11,49,584,191,232,112,15,x,x,x,x,x,x,x,x,x,x,x,23,x,x,x,x,x,x,x,x,7,x,x,x,x,x,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
59,13059020,Drewelow,132,1,0,133,73,1,4,215,108,67,25,0,x,x,x,x,x,x,x,x,x,x,x,4,x,x,x,x,x,x,x,x,8,x,x,x,x,x,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
59,13059021,Ducherow,1891,89,0,1980,1067,32,262,2939,1787,436,518,142,x,x,x,x,x,x,x,x,x,x,x,24,x,x,x,x,x,x,x,x,29,x,x,x,x,x,0,x,x,x,x,x,x,x,x,x,x,3,x,x,x,x,x,x,x
59,13059022,Garz,185,3,0,188,126,0,52,326,199,50,47,0,x,x,x,x,x,x,x,x,x,x,x,28,x,x,x,x,x,x,x,x,0,x,x,x,x,x,1,x,x,x,x,x,x,x,x,x,x,1,x,x,x,x,x,x,x
59,13059023,Gribow,188,4,0,192,141,4,37,386,200,68,62,8,x,x,x,x,x,x,x,x,x,x,x,47,x,x,x,x,x,x,x,x,0,x,x,x,x,x,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
59,13059024,Groß Ernsthof,335,4,0,339,227,4,27,654,394,118,90,21,x,x,x,x,x,x,x,x,x,x,x,22,x,x,x,x,x,x,x,x,8,x,x,x,x,x,0,x,x,x,x,x,x,x,x,x,x,1,x,x,x,x,x,x,x
59,13059025,Groß Kiesow,1158,25,0,1183,655,21,102,1863,711,486,301,54,x,x,x,x,x,x,x,x,x,x,x,146,x,x,x,x,x,x,x,x,20,x,x,x,x,x,137,x,x,x,x,x,x,x,x,x,x,8,x,x,x,x,x,x,x
59,13059027,Groß Polzin,467,8,0,475,245,7,73,662,267,135,190,12,x,x,x,x,x,x,x,x,x,x,x,19,x,x,x,x,x,x,x,x,34,x,x,x,x,x,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
59,13059028,"Gützkow, Stadt",2266,81,0,2347,1264,83,179,3613,2057,464,540,100,x,x,x,x,x,x,x,x,x,x,x,409,x,x,x,x,x,x,x,x,13,x,x,x,x,x,23,x,x,x,x,x,x,x,x,x,x,7,x,x,x,x,x,x,x
59,13059029,Hanshagen,682,38,0,720,466,38,89,1309,557,128,495,61,x,x,x,x,x,x,x,x,x,x,x,30,x,x,x,x,x,x,x,x,17,x,x,x,x,x,21,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
59,13059030,Heringsdorf,2818,137,0,2955,1384,79,237,3915,1758,1254,563,53,x,x,x,x,x,x,x,x,x,x,x,50,x,x,x,x,x,x,x,x,43,x,x,x,x,x,0,x,x,x,x,x,x,x,x,x,x,194,x,x,x,x,x,x,x
59,13059031,Hinrichshagen,554,19,0,573,407,16,68,1153,651,145,261,24,x,x,x,x,x,x,x,x,x,x,x,35,x,x,x,x,x,x,x,x,15,x,x,x,x,x,22,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
59,13059032,Hohendorf,741,52,0,793,511,46,85,1448,618,492,237,21,x,x,x,x,x,x,x,x,x,x,x,21,x,x,x,x,x,x,x,x,41,x,x,x,x,x,13,x,x,x,x,x,x,x,x,x,x,5,x,x,x,x,x,x,x
